"","PD","SR"
"fr1_00",85.0952222037,13
"fr2_00",98.6636351831,16
"fr3_00",80.52343183168,19
"fr4_00",100.55263988987,20
"fr5_00",94.89365335674,12
"fr6_00",87.84959330587,17
"fr7_00",64.5061980628,9
"fr8_00",101.9214919085,16
"fr9_00",131.45851370369,26
"fr10_00",104.9697475281,17
"fo1_00",115.74859531149,21
"fo2_00",108.2907671539,20
"fo3_00",77.70671580817,15
"fo4_00",61.0339619518,9
"fo5_00",114.01960525368,25
"fo6_00",112.00631978337,21
"fo7_00",109.90282113639,20
"fo8_00",120.52914826378,24
"fo9_00",107.46496875217,19
"fo10_00",126.7072863558,23
"bc1_00",94.64230303209,18
"bc2_00",94.04700692348,17
"bc3_00",86.6132288819,17
"bc4_00",45.1260881123,5
"bc5_00",85.4511837604,14
"bc6_00",82.23006241459,17
"bc7_00",120.4875318601,22
"bc8_00",106.085352787,16
"bc9_00",119.8632860975,22
"bc10_00",73.9416093965,12
"na1_00",87.75385365288,17
"na2_00",66.72266870267,14
"na3_00",69.1509118655,11
"na4_00",76.94826295039,11
"na5_00",111.42862771679,18
"na6_00",74.6976198816,14
"na7_00",63.43378297951,14
"na8_00",77.77588204719,16
"na9_00",143.28540214199,28
"na10_00",97.08030360197,18
"fr1_01",105.68424978629,20
"fr2_01",124.7928930668,22
"fr3_01",120.55271317097,19
"fr4_01",75.37065773838,10
"fr5_01",134.01416042492,29
"fr6_01",64.7371170976,10
"fr7_01",83.7632924131,14
"fr8_01",60.57141073338,12
"fr9_01",105.84322689408,17
"fr10_01",43.42509307573,6
"fo1_01",116.39061072128,22
"fo2_01",78.77731013499,12
"fo3_01",103.45445494867,18
"fo4_01",101.9514276978,22
"fo5_01",150.95048387917,27
"fo6_01",86.5573132425,16
"fo7_01",113.22154394999,18
"fo8_01",99.56529840239,17
"fo9_01",112.47955378997,23
"fo10_01",92.6128655317,17
"bc1_01",129.96117745489,23
"bc2_01",70.3058905014,9
"bc3_01",62.7398199468,9
"bc4_01",62.7226778618,11
"bc5_01",114.0671517665,20
"bc6_01",101.13963842289,18
"bc7_01",90.05145879529,17
"bc8_01",87.0826619632,13
"bc9_01",92.36718734197,19
"bc10_01",63.31465077919,9
"na1_01",55.8060631283,8
"na2_01",68.962251373,12
"na3_01",79.9081166407,13
"na4_01",89.58976612409,13
"na5_01",115.23557598249,20
"na6_01",60.9464614796,8
"na7_01",79.46781912269,12
"na8_01",66.77619206153,9
"na9_01",79.9556360425,13
"na10_01",71.90714133168,16
"fr1_02",106.001660558,18
"fr2_02",112.9129391245,18
"fr3_02",65.3173083972,9
"fr4_02",45.558641978,6
"fr5_02",86.9347820226,14
"fr6_02",89.6925886987,14
"fr7_02",73.4931442117,11
"fr8_02",59.1800793802,7
"fr9_02",93.59152013618,17
"fr10_02",56.0353616506,6
"fo1_02",105.3201030052,16
"fo2_02",91.40418786529,16
"fo3_02",104.2701151712,16
"fo4_02",109.89103852398,15
"fo5_02",114.0847263738,22
"fo6_02",108.1010061968,19
"fo7_02",119.6048488529,18
"fo8_02",91.09638584729,16
"fo9_02",91.7916009684,16
"fo10_02",124.4574523071,20
"bc1_02",89.4405327448,14
"bc2_02",106.41344852977,19
"bc3_02",85.6494300537,11
"bc4_02",44.8019894875,7
"bc5_02",111.66571003308,21
"bc6_02",104.9050149146,17
"bc7_02",99.1883704759,15
"bc8_02",100.9821117861,14
"bc9_02",89.6975377021,15
"bc10_02",90.7188560744,12
"na1_02",85.9268113831,15
"na2_02",91.00136175699,14
"na3_02",82.8686475562,11
"na4_02",73.1487088513,11
"na5_02",102.163011318,15
"na6_02",110.5423676625,19
"na7_02",107.494817923,15
"na8_02",103.4626158732,15
"na9_02",85.264609134,12
"na10_02",86.1421590294,12
"fr1_03",113.58478129269,21
"fr2_03",127.75835109749,27
"fr3_03",112.3244340758,20
"fr4_03",137.43156911749,26
"fr5_03",110.7611735837,22
"fr6_03",123.43928366269,25
"fr7_03",130.80215532859,29
"fr8_03",132.63015763889,27
"fr9_03",109.79019328391,23
"fr10_03",76.0570735884,13
"fo1_03",145.92662120441,32
"fo2_03",134.58575508249,27
"fo3_03",153.61718445719,33
"fo4_03",116.73530610551,24
"fo5_03",173.948319139,36
"fo6_03",137.66187209689,29
"fo7_03",155.0584379662,34
"fo8_03",134.2772237682,23
"fo9_03",159.44675161189,34
"fo10_03",117.43232989641,23
"bc1_03",137.649945007,29
"bc2_03",132.27817315127,30
"bc3_03",114.6467244811,21
"bc4_03",105.87491387009,18
"bc5_03",161.04353031769,34
"bc6_03",163.52619558829,36
"bc7_03",132.99227816271,25
"bc8_03",116.26513533521,23
"bc9_03",137.37747985291,27
"bc10_03",93.68761235091,15
"na1_03",147.7121253331,33
"na2_03",141.64701601046,32
"na3_03",132.79055558681,26
"na4_03",127.83412271321,26
"na5_03",128.80668511177,27
"na6_03",100.51508332909,21
"na7_03",135.92110842738,31
"na8_03",158.00749078811,32
"na9_03",128.62945973577,26
"na10_03",134.22158103907,28
