"","PD","SR"
"fr1_00",82.21278636587,13
"fr2_00",95.53180686897,16
"fr3_00",78.9795912631,19
"fr4_00",100.41107468379,20
"fr5_00",99.0693949971,12
"fr6_00",86.46245918654,17
"fr7_00",61.6570474362,9
"fr8_00",99.75932716428,16
"fr9_00",119.47326009279,26
"fr10_00",96.83994763477,17
"fo1_00",115.44761802154,21
"fo2_00",109.1951218787,20
"fo3_00",75.29257611564,15
"fo4_00",61.4070391067,9
"fo5_00",111.9268507393,25
"fo6_00",108.80941990482,21
"fo7_00",107.89902940314,20
"fo8_00",120.7842548502,24
"fo9_00",100.24471046791,19
"fo10_00",116.25075995257,23
"bc1_00",88.92436697895,18
"bc2_00",95.5974902685,17
"bc3_00",81.23802152335,17
"bc4_00",42.45820275737,5
"bc5_00",86.7311603964,14
"bc6_00",73.38783938634,17
"bc7_00",112.61184650407,22
"bc8_00",104.4390609778,16
"bc9_00",117.7027860706,22
"bc10_00",67.8068869877,12
"na1_00",88.3857023905,17
"na2_00",66.60003402004,14
"na3_00",66.75588285187,11
"na4_00",65.47844714931,11
"na5_00",106.73303163974,18
"na6_00",74.5121309116,14
"na7_00",64.0139616787,14
"na8_00",75.01090166914,16
"na9_00",138.84971104242,28
"na10_00",96.75951685534,18
"fr1_01",98.35875388371,20
"fr2_01",115.62814364467,22
"fr3_01",115.76208213014,19
"fr4_01",72.4541770079,10
"fr5_01",136.5645125793,29
"fr6_01",60.4488365905,10
"fr7_01",75.65338591067,14
"fr8_01",58.3785090198,12
"fr9_01",98.97985449647,17
"fr10_01",41.9228857047,6
"fo1_01",112.14407914757,22
"fo2_01",76.40773422614,12
"fo3_01",100.00318634694,18
"fo4_01",97.5379212862,22
"fo5_01",144.67310821724,27
"fo6_01",85.2985597114,16
"fo7_01",107.15272671224,18
"fo8_01",92.59156728121,17
"fo9_01",111.90428447224,23
"fo10_01",88.81326371107,17
"bc1_01",127.93381086214,23
"bc2_01",65.4148497855,9
"bc3_01",56.1632209972,9
"bc4_01",58.2228337471,11
"bc5_01",109.4935786577,20
"bc6_01",90.36987376661,18
"bc7_01",87.23348666564,17
"bc8_01",82.5607391752,13
"bc9_01",85.48502399064,19
"bc10_01",59.43013639424,9
"na1_01",50.4127079528,8
"na2_01",60.59071533513,12
"na3_01",76.7323937763,13
"na4_01",85.2803669682,13
"na5_01",104.42716427841,20
"na6_01",57.6805174477,8
"na7_01",73.07168361751,12
"na8_01",64.7690291262,9
"na9_01",70.94520376687,13
"na10_01",70.7670095668,16
"fr1_02",98.21325508477,18
"fr2_02",110.5911350763,18
"fr3_02",55.9752684222,9
"fr4_02",41.069198371,6
"fr5_02",83.7611274352,14
"fr6_02",80.82416927011,14
"fr7_02",67.2209336237,11
"fr8_02",58.0270583794,7
"fr9_02",87.3333437647,17
"fr10_02",52.3000878163,6
"fo1_02",95.6482047004,16
"fo2_02",86.35329216304,16
"fo3_02",100.0798437207,16
"fo4_02",101.9088282016,15
"fo5_02",109.09281147086,22
"fo6_02",98.70337141377,19
"fo7_02",110.7010478478,18
"fo8_02",86.35220328114,16
"fo9_02",88.79573457426,16
"fo10_02",112.98209650787,20
"bc1_02",80.29943163177,14
"bc2_02",97.93507296974,19
"bc3_02",77.8903663011,11
"bc4_02",41.509602868,7
"bc5_02",103.59759111176,21
"bc6_02",100.0097237699,17
"bc7_02",89.7900057943,15
"bc8_02",91.3666942498,14
"bc9_02",82.94268989246,15
"bc10_02",88.2706628834,12
"na1_02",75.76909084856,15
"na2_02",83.349952555,14
"na3_02",76.787128967,11
"na4_02",65.65574814166,11
"na5_02",95.8518926153,15
"na6_02",105.2106419683,19
"na7_02",102.82012484096,15
"na8_02",96.0368968924,15
"na9_02",83.66001970917,12
"na10_02",82.1312371988,12
"fr1_03",106.97960509974,21
"fr2_03",117.25007126464,27
"fr3_03",97.39127519277,20
"fr4_03",124.07942611201,26
"fr5_03",97.1730500305,22
"fr6_03",106.94260234185,25
"fr7_03",126.45325340907,29
"fr8_03",117.09500056191,27
"fr9_03",99.81779369447,23
"fr10_03",70.439272122,13
"fo1_03",135.56537772737,32
"fo2_03",120.70705774131,27
"fo3_03",142.03267458791,33
"fo4_03",109.10502103297,24
"fo5_03",156.60243294747,36
"fo6_03",124.63199268957,29
"fo7_03",143.52100620601,34
"fo8_03",123.87533168381,23
"fo9_03",145.18496237693,34
"fo10_03",106.67235142457,23
"bc1_03",121.45235452897,29
"bc2_03",121.67206179796,30
"bc3_03",103.9934527474,21
"bc4_03",93.45284555961,18
"bc5_03",152.0279502253,34
"bc6_03",155.75221778921,36
"bc7_03",122.92664410556,25
"bc8_03",105.8025709968,23
"bc9_03",126.07054189207,27
"bc10_03",86.28081032903,15
"na1_03",134.34284099114,33
"na2_03",132.07122604401,32
"na3_03",129.5227715487,26
"na4_03",118.82550909256,26
"na5_03",118.1281685289,27
"na6_03",90.89401599044,21
"na7_03",126.86814009871,31
"na8_03",146.78996632577,32
"na9_03",119.2045067043,26
"na10_03",126.22228377477,28
