"","PD","SR"
"fr2000",233,66
"fo2000",202,62
"na2000",216,66
"fr2001",208,56
"fo2001",186,56
"na2001",191,52
"fr2002",173,40
"fo2002",171,46
"na2002",195,49
"fr2003",235,75
"fo2003",250,85
"na2003",291,108
