"","PD","SR"
"fr1_00",48.13447716582,13
"fr2_00",51.30465529602,16
"fr3_00",50.48293692832,19
"fr4_00",50.3203313934,20
"fr5_00",41.5548305197,12
"fr6_00",49.3386947154,17
"fr7_00",33.5516883734,9
"fr8_00",53.1120458974,16
"fr9_00",74.74064763473,26
"fr10_00",53.22014501851,17
"fo1_00",57.74619723693,21
"fo2_00",59.25929899832,20
"fo3_00",44.07726761593,15
"fo4_00",32.08528138142,9
"fo5_00",67.03388425833,25
"fo6_00",59.01818806151,21
"fo7_00",58.31998934341,20
"fo8_00",66.97158957683,24
"fo9_00",57.65849685821,19
"fo10_00",68.48653613173,23
"bc1_00",55.06206993891,18
"bc2_00",47.88686832813,17
"bc3_00",49.22805848853,17
"bc4_00",23.24091175382,5
"bc5_00",44.83303195731,14
"bc6_00",48.69360371303,17
"bc7_00",65.38259925363,22
"bc8_00",47.57011087281,16
"bc9_00",66.80662974513,22
"bc10_00",41.54988884521,12
"na1_00",49.49962896311,17
"na2_00",39.10181853233,14
"na3_00",38.40088167464,11
"na4_00",45.66388552641,11
"na5_00",53.26674669648,18
"na6_00",39.60461058211,14
"na7_00",36.14076262463,14
"na8_00",45.09197451512,16
"na9_00",77.17726110363,28
"na10_00",56.49076500161,18
"fr1_01",59.66671244532,20
"fr2_01",70.23076783451,22
"fr3_01",54.502977602,19
"fr4_01",38.00659605901,10
"fr5_01",71.8643992809,29
"fr6_01",29.16110518683,10
"fr7_01",54.1895822709,14
"fr8_01",36.59496251462,12
"fr9_01",54.56238732202,17
"fr10_01",26.7884007723,6
"fo1_01",66.94386293193,22
"fo2_01",45.12467369451,12
"fo3_01",53.61628343721,18
"fo4_01",54.51628324353,22
"fo5_01",75.15094249693,27
"fo6_01",44.40668586703,16
"fo7_01",61.07676539391,18
"fo8_01",53.16267134141,17
"fo9_01",63.39068133741,23
"fo10_01",51.58028491821,17
"bc1_01",63.98521292141,23
"bc2_01",38.82990290561,9
"bc3_01",31.39437597483,9
"bc4_01",35.78628653691,11
"bc5_01",61.58774903521,20
"bc6_01",62.07495264541,18
"bc7_01",52.17286865943,17
"bc8_01",44.31063772061,13
"bc9_01",54.06188746011,19
"bc10_01",33.68416722501,9
"na1_01",32.94777015031,8
"na2_01",44.93558790291,12
"na3_01",42.06316922481,13
"na4_01",49.05080293051,13
"na5_01",65.34883642573,20
"na6_01",32.38790769291,8
"na7_01",45.24974712093,12
"na8_01",36.01720911681,9
"na9_01",46.18608819491,13
"na10_01",45.43010890153,16
"fr1_02",57.1996299207,18
"fr2_02",58.5456574401,18
"fr3_02",40.42890447891,9
"fr4_02",31.86812921471,6
"fr5_02",43.3529446479,14
"fr6_02",44.20009441131,14
"fr7_02",43.8439863515,11
"fr8_02",31.769723077,7
"fr9_02",48.48076302491,17
"fr10_02",32.57467545122,6
"fo1_02",53.07859697121,16
"fo2_02",50.54983507221,16
"fo3_02",55.57364314223,16
"fo4_02",50.38707833851,15
"fo5_02",63.33971485313,22
"fo6_02",62.10246715541,19
"fo7_02",59.79332319611,18
"fo8_02",52.27831980773,16
"fo9_02",53.32878709333,16
"fo10_02",66.05733814811,20
"bc1_02",53.92946692951,14
"bc2_02",54.83365974991,19
"bc3_02",42.53628414901,11
"bc4_02",31.44505340011,7
"bc5_02",61.68036827506,21
"bc6_02",51.08913850643,17
"bc7_02",53.55242157043,15
"bc8_02",47.67678010361,14
"bc9_02",46.95150447273,15
"bc10_02",43.53138500671,12
"na1_02",50.46508729761,15
"na2_02",47.84364975341,14
"na3_02",38.53206055321,11
"na4_02",42.23291781162,11
"na5_02",47.88184387223,15
"na6_02",53.52166633563,19
"na7_02",57.06506446711,15
"na8_02",51.36936595561,15
"na9_02",46.86665669361,12
"na10_02",45.29308554023,12
"fr1_03",64.06991007423,21
"fr2_03",74.70453492341,27
"fr3_03",63.46538175631,20
"fr4_03",71.77720366557,26
"fr5_03",62.37456827675,22
"fr6_03",64.80809172163,25
"fr7_03",77.18605864906,29
"fr8_03",75.9199385693,27
"fr9_03",62.06879014931,23
"fr10_03",43.86005076982,13
"fo1_03",84.01711814161,32
"fo2_03",81.04162460841,27
"fo3_03",85.70730405637,33
"fo4_03",70.16736520703,24
"fo5_03",93.93507969795,36
"fo6_03",79.78464404643,29
"fo7_03",85.84305666053,34
"fo8_03",72.77510969911,23
"fo9_03",86.20092519696,34
"fo10_03",68.02432718351,23
"bc1_03",81.36457922961,29
"bc2_03",76.42542346361,30
"bc3_03",56.31592940545,21
"bc4_03",58.80751387341,18
"bc5_03",89.70033889293,34
"bc6_03",86.12365547933,36
"bc7_03",70.33038882451,25
"bc8_03",68.69164694771,23
"bc9_03",74.06672252003,27
"bc10_03",52.98428739373,15
"na1_03",86.81734981601,33
"na2_03",84.01835222231,32
"na3_03",70.21689133511,26
"na4_03",73.09385672675,26
"na5_03",69.99638333641,27
"na6_03",59.58669297881,21
"na7_03",76.29283144147,31
"na8_03",85.54798763661,32
"na9_03",71.06265963471,26
"na10_03",74.51879415303,28
