"","PD","SR"
"fr1_00",48.6848879712,13
"fr2_00",54.9275584425,16
"fr3_00",52.1207862614,19
"fr4_00",54.0188079627,20
"fr5_00",43.0978867969,12
"fr6_00",54.89767119362,17
"fr7_00",34.0285247849,9
"fr8_00",55.67639686722,16
"fr9_00",80.15572619282,26
"fr10_00",57.1374815529,17
"fo1_00",68.6925303418,21
"fo2_00",58.93661576482,20
"fo3_00",47.3744963781,15
"fo4_00",34.9059528008,9
"fo5_00",68.90736109822,25
"fo6_00",64.395681464,21
"fo7_00",62.9055603101,20
"fo8_00",73.1426277736,24
"fo9_00",66.3311839767,19
"fo10_00",75.8316058692,23
"bc1_00",56.4493938811,18
"bc2_00",53.1381097555,17
"bc3_00",50.6378960298,17
"bc4_00",28.9741464574,5
"bc5_00",47.1994446234,14
"bc6_00",53.8991222597,17
"bc7_00",75.06832195412,22
"bc8_00",56.7248208822,16
"bc9_00",66.15234474822,22
"bc10_00",43.8424224656,12
"na1_00",53.05416009282,17
"na2_00",43.1654496812,14
"na3_00",41.2346798351,11
"na4_00",44.936409929,11
"na5_00",55.52979956102,18
"na6_00",40.32403345772,14
"na7_00",41.8656164894,14
"na8_00",45.7729596475,16
"na9_00",81.75423026192,28
"na10_00",55.48412802992,18
"fr1_01",60.3935541208,20
"fr2_01",69.97683543522,22
"fr3_01",59.3266517905,19
"fr4_01",41.5694859354,10
"fr5_01",79.83697947892,29
"fr6_01",33.3930773687,10
"fr7_01",52.2400692798,14
"fr8_01",41.8606858515,12
"fr9_01",60.3675492031,17
"fr10_01",26.1092137023,6
"fo1_01",77.7015563967,22
"fo2_01",47.6009498916,12
"fo3_01",58.16563982972,18
"fo4_01",59.06984134562,22
"fo5_01",86.30628564892,27
"fo6_01",48.5990210072,16
"fo7_01",70.4909580942,18
"fo8_01",58.0189140257,17
"fo9_01",64.9999409326,23
"fo10_01",56.5355371604,17
"bc1_01",71.27520860812,23
"bc2_01",41.8753873457,9
"bc3_01",32.0999384693,9
"bc4_01",38.4556760646,11
"bc5_01",62.73425407386,20
"bc6_01",59.2031385304,18
"bc7_01",56.4486971688,17
"bc8_01",42.75043147232,13
"bc9_01",53.3923135788,19
"bc10_01",35.5863731064,9
"na1_01",32.841485573,8
"na2_01",45.8666470709,12
"na3_01",41.2916317209,13
"na4_01",54.7792325551,13
"na5_01",68.67580973792,20
"na6_01",34.638725556,8
"na7_01",49.1574273114,12
"na8_01",37.6218785618,9
"na9_01",49.3683504472,13
"na10_01",47.8747353014,16
"fr1_02",64.2593238621,18
"fr2_02",61.45689126772,18
"fr3_02",41.2187443754,9
"fr4_02",32.7813035564,6
"fr5_02",51.21253550452,14
"fr6_02",48.5880617404,14
"fr7_02",44.3679719403,11
"fr8_02",29.1264224685,7
"fr9_02",51.5212457823,17
"fr10_02",31.8191539686,6
"fo1_02",60.5176009739,16
"fo2_02",54.9361366965,16
"fo3_02",63.5223159419,16
"fo4_02",60.4008625488,15
"fo5_02",72.71189957502,22
"fo6_02",66.3395660296,19
"fo7_02",67.1303446965,18
"fo8_02",60.80568739232,16
"fo9_02",57.51731663132,16
"fo10_02",71.91956529532,20
"bc1_02",59.8648767941,14
"bc2_02",58.0719242809,19
"bc3_02",47.3016232583,11
"bc4_02",29.2697932007,7
"bc5_02",69.3222668059,21
"bc6_02",60.1437932277,17
"bc7_02",60.1295618442,15
"bc8_02",49.2952626217,14
"bc9_02",54.3338280632,15
"bc10_02",50.9776364094,12
"na1_02",54.4541621599,15
"na2_02",52.7741764255,14
"na3_02",43.3873094013,11
"na4_02",46.6981479789,11
"na5_02",53.1373786172,15
"na6_02",57.97091586882,19
"na7_02",62.3376864681,15
"na8_02",57.24862137922,15
"na9_02",48.4910300417,12
"na10_02",52.64683737622,12
"fr1_03",67.3455620758,21
"fr2_03",75.7490352073,27
"fr3_03",65.1593571334,20
"fr4_03",86.0791636947,26
"fr5_03",71.6420223043,22
"fr6_03",73.1767278383,25
"fr7_03",89.1915869995,29
"fr8_03",81.91008049032,27
"fr9_03",70.8341941994,23
"fr10_03",44.2886188702,13
"fo1_03",95.0003717493,32
"fo2_03",88.2950739636,27
"fo3_03",89.86297143065,33
"fo4_03",76.0958277268,24
"fo5_03",101.23209197386,36
"fo6_03",84.05378361618,29
"fo7_03",93.72362452502,34
"fo8_03",75.8318387738,23
"fo9_03",99.2983918547,34
"fo10_03",73.77041192987,23
"bc1_03",87.9602486859,29
"bc2_03",81.6842722373,30
"bc3_03",60.6350629561,21
"bc4_03",57.5415117417,18
"bc5_03",96.30219412404,34
"bc6_03",98.9598111119,36
"bc7_03",78.189739605,25
"bc8_03",72.57200027238,23
"bc9_03",82.3326252402,27
"bc10_03",55.5896998986,15
"na1_03",89.66669503488,33
"na2_03",85.1356495888,32
"na3_03",80.2581828167,26
"na4_03",79.0319318359,26
"na5_03",78.8751916774,27
"na6_03",65.6470705035,21
"na7_03",84.43498929786,31
"na8_03",92.49847361785,32
"na9_03",78.3197328504,26
"na10_03",81.9612294288,28
