"","PD","SR"
"fr1_00",78,13
"fr2_00",90,16
"fr3_00",74,19
"fr4_00",96,20
"fr5_00",92,12
"fr6_00",83,17
"fr7_00",61,9
"fr8_00",95,16
"fr9_00",118,26
"fr10_00",95,17
"fo1_00",106,21
"fo2_00",100,20
"fo3_00",73,15
"fo4_00",57,9
"fo5_00",105,25
"fo6_00",104,21
"fo7_00",102,20
"fo8_00",113,24
"fo9_00",99,19
"fo10_00",112,23
"bc1_00",87,18
"bc2_00",90,17
"bc3_00",80,17
"bc4_00",41,5
"bc5_00",81,14
"bc6_00",74,17
"bc7_00",109,22
"bc8_00",98,16
"bc9_00",111,22
"bc10_00",67,12
"na1_00",82,17
"na2_00",63,14
"na3_00",64,11
"na4_00",70,11
"na5_00",105,18
"na6_00",70,14
"na7_00",60,14
"na8_00",73,16
"na9_00",132,28
"na10_00",91,18
"fr1_01",96,20
"fr2_01",114,22
"fr3_01",111,19
"fr4_01",70,10
"fr5_01",129,29
"fr6_01",62,10
"fr7_01",76,14
"fr8_01",58,12
"fr9_01",98,17
"fr10_01",43,6
"fo1_01",108,22
"fo2_01",75,12
"fo3_01",97,18
"fo4_01",95,22
"fo5_01",139,27
"fo6_01",82,16
"fo7_01",105,18
"fo8_01",92,17
"fo9_01",105,23
"fo10_01",85,17
"bc1_01",122,23
"bc2_01",67,9
"bc3_01",58,9
"bc4_01",59,11
"bc5_01",106,20
"bc6_01",93,18
"bc7_01",87,17
"bc8_01",81,13
"bc9_01",86,19
"bc10_01",61,9
"na1_01",53,8
"na2_01",64,12
"na3_01",77,13
"na4_01",85,13
"na5_01",105,20
"na6_01",59,8
"na7_01",75,12
"na8_01",65,9
"na9_01",69,13
"na10_01",68,16
"fr1_02",98,18
"fr2_02",105,18
"fr3_02",58,9
"fr4_02",43,6
"fr5_02",83,14
"fr6_02",81,14
"fr7_02",68,11
"fr8_02",57,7
"fr9_02",86,17
"fr10_02",53,6
"fo1_02",93,16
"fo2_02",84,16
"fo3_02",95,16
"fo4_02",100,15
"fo5_02",107,22
"fo6_02",97,19
"fo7_02",106,18
"fo8_02",84,16
"fo9_02",86,16
"fo10_02",111,20
"bc1_02",80,14
"bc2_02",97,19
"bc3_02",80,11
"bc4_02",43,7
"bc5_02",103,21
"bc6_02",97,17
"bc7_02",90,15
"bc8_02",92,14
"bc9_02",83,15
"bc10_02",85,12
"na1_02",78,15
"na2_02",86,14
"na3_02",76,11
"na4_02",66,11
"na5_02",95,15
"na6_02",101,19
"na7_02",100,15
"na8_02",94,15
"na9_02",80,12
"na10_02",81,12
"fr1_03",106,21
"fr2_03",117,27
"fr3_03",101,20
"fr4_03",125,26
"fr5_03",99,22
"fr6_03",111,25
"fr7_03",123,29
"fr8_03",119,27
"fr9_03",99,23
"fr10_03",70,13
"fo1_03",133,32
"fo2_03",120,27
"fo3_03",140,33
"fo4_03",106,24
"fo5_03",156,36
"fo6_03",126,29
"fo7_03",139,34
"fo8_03",124,23
"fo9_03",144,34
"fo10_03",105,23
"bc1_03",125,29
"bc2_03",121,30
"bc3_03",103,21
"bc4_03",98,18
"bc5_03",147,34
"bc6_03",153,36
"bc7_03",119,25
"bc8_03",104,23
"bc9_03",125,27
"bc10_03",86,15
"na1_03",133,33
"na2_03",133,32
"na3_03",123,26
"na4_03",117,26
"na5_03",120,27
"na6_03",92,21
"na7_03",126,31
"na8_03",144,32
"na9_03",118,26
"na10_03",123,28
