"","PD","SR"
"fr2000",137.30694146072,66
"fo2000",132.32027631592,62
"na2000",140.85638694787,66
"fr2001",121.83918627479,56
"fo2001",125.63002633384,56
"na2001",123.03568280474,52
"fr2002",97.69907166544,40
"fo2002",115.79036577964,46
"na2002",119.45516205634,49
"fr2003",150.06691258725,75
"fo2003",166.27945587725,85
"na2003",187.55215285618,108
