"","PD","SR"
"fr1_00",46.05338163547,13
"fr2_00",48.20775348037,16
"fr3_00",42.55208881252,19
"fr4_00",53.0641008932,20
"fr5_00",41.4615398644,12
"fr6_00",50.9389868422,17
"fr7_00",35.3972557782,9
"fr8_00",54.01726849987,16
"fr9_00",72.11172373179,26
"fr10_00",51.84276225027,17
"fo1_00",53.51774380812,21
"fo2_00",58.8123233205,20
"fo3_00",42.81889659604,15
"fo4_00",27.2440816331,9
"fo5_00",58.28490432482,25
"fo6_00",50.87060998869,21
"fo7_00",53.17671197076,20
"fo8_00",61.58362136792,24
"fo9_00",58.44810194603,19
"fo10_00",64.17895422347,23
"bc1_00",52.20379981604,18
"bc2_00",53.84457520824,17
"bc3_00",48.78460548418,17
"bc4_00",24.07130661447,5
"bc5_00",44.20624029144,14
"bc6_00",48.68826801904,17
"bc7_00",65.12109055351,22
"bc8_00",53.45327053764,16
"bc9_00",67.55237274794,22
"bc10_00",40.06364346474,12
"na1_00",48.34701116844,17
"na2_00",39.50830101984,14
"na3_00",36.23043398667,11
"na4_00",42.63282276351,11
"na5_00",55.41175673024,18
"na6_00",38.36272196494,14
"na7_00",39.73225271604,14
"na8_00",40.5677396396,16
"na9_00",81.52451279564,28
"na10_00",52.39641175494,18
"fr1_01",55.91135603882,20
"fr2_01",63.62648838059,22
"fr3_01",52.24853776932,19
"fr4_01",36.97558279022,10
"fr5_01",72.71046241012,29
"fr6_01",30.35911490622,10
"fr7_01",47.42236293539,14
"fr8_01",34.14778106272,12
"fr9_01",55.75841656879,17
"fr10_01",28.6708502634,6
"fo1_01",70.07750284159,22
"fo2_01",44.97106277772,12
"fo3_01",53.56671368202,18
"fo4_01",54.36488265386,22
"fo5_01",76.95690268706,27
"fo6_01",42.30820527566,16
"fo7_01",60.93481446642,18
"fo8_01",51.75882094499,17
"fo9_01",56.41162404332,23
"fo10_01",44.42107325319,17
"bc1_01",67.28857427236,23
"bc2_01",41.26119151436,9
"bc3_01",30.97768364266,9
"bc4_01",33.11569215316,11
"bc5_01",60.37884721954,20
"bc6_01",52.16892602533,18
"bc7_01",48.65718836082,17
"bc8_01",47.30642541266,13
"bc9_01",52.12294821476,19
"bc10_01",34.19147387232,9
"na1_01",31.27658775036,8
"na2_01",41.25599598163,12
"na3_01",41.98079914596,13
"na4_01",44.72371497912,13
"na5_01",65.29280986423,20
"na6_01",34.67186571626,8
"na7_01",47.20891790201,12
"na8_01",39.80814007712,9
"na9_01",43.32831437031,13
"na10_01",43.81820955106,16
"fr1_02",59.14600440949,18
"fr2_02",62.97824579892,18
"fr3_02",36.85533610802,9
"fr4_02",28.40688807312,6
"fr5_02",51.38847426732,14
"fr6_02",49.05870361054,14
"fr7_02",41.59148056902,11
"fr8_02",27.4254857076,7
"fr9_02",48.50112090982,17
"fr10_02",32.659709802,6
"fo1_02",50.64456603434,16
"fo2_02",45.13252200982,16
"fo3_02",52.64880328536,16
"fo4_02",54.28510700906,15
"fo5_02",65.50636342702,22
"fo6_02",58.37824328639,19
"fo7_02",60.05345614562,18
"fo8_02",55.28036873902,16
"fo9_02",53.77090090312,16
"fo10_02",63.56762449229,20
"bc1_02",53.71288901073,14
"bc2_02",58.44369462316,19
"bc3_02",49.17798970556,11
"bc4_02",29.47811748314,7
"bc5_02",66.12939198956,21
"bc6_02",52.31507820658,17
"bc7_02",56.01765389026,15
"bc8_02",48.99441506444,14
"bc9_02",49.33474022696,15
"bc10_02",45.42524579762,12
"na1_02",49.16632403576,15
"na2_02",49.38111134256,14
"na3_02",39.97693726626,11
"na4_02",43.4775411639,11
"na5_02",52.07877263466,15
"na6_02",55.52459190676,19
"na7_02",56.76880381076,15
"na8_02",54.69995915912,15
"na9_02",48.95301733001,12
"na10_02",49.76990742176,12
"fr1_03",63.25046665192,21
"fr2_03",72.52585580552,27
"fr3_03",55.91109123579,20
"fr4_03",72.62504286562,26
"fr5_03",60.96391868972,22
"fr6_03",60.46538904656,25
"fr7_03",76.8215918606,29
"fr8_03",73.72554339114,27
"fr9_03",61.25767102379,23
"fr10_03",40.9283275399,13
"fo1_03",81.45072876699,32
"fo2_03",72.28611465489,27
"fo3_03",85.01932959689,33
"fo4_03",66.88965077663,24
"fo5_03",91.55544103512,36
"fo6_03",72.59512812589,29
"fo7_03",82.80508823059,34
"fo8_03",68.41548488699,23
"fo9_03",82.39556492959,34
"fo10_03",65.93166793679,23
"bc1_03",77.42370192603,29
"bc2_03",72.98141008936,30
"bc3_03",58.46103977906,21
"bc4_03",54.26563271483,18
"bc5_03",87.53727583766,34
"bc6_03",88.72001855223,36
"bc7_03",65.35386328152,25
"bc8_03",67.16394789146,23
"bc9_03",74.97672668713,27
"bc10_03",48.25707086489,15
"na1_03",80.55644867396,33
"na2_03",73.66811772596,32
"na3_03",72.24066411517,26
"na4_03",72.81387434722,26
"na5_03",67.96719431297,27
"na6_03",55.30660794406,21
"na7_03",76.79269106064,31
"na8_03",83.24398797794,32
"na9_03",71.57902642376,26
"na10_03",75.20188586464,28
