"","PD","SR"
"fr1_00",39.86108498334,13
"fr2_00",41.35859430004,16
"fr3_00",39.641506297,19
"fr4_00",51.02175085607,20
"fr5_00",43.4248506498,12
"fr6_00",49.61291259721,17
"fr7_00",33.58644201761,9
"fr8_00",51.4806718483,16
"fr9_00",67.68406448501,26
"fr10_00",51.0829481832,17
"fo1_00",56.46003057347,21
"fo2_00",51.84442478402,20
"fo3_00",46.49008751851,15
"fo4_00",27.62847127801,9
"fo5_00",58.42866614678,25
"fo6_00",55.99937636641,21
"fo7_00",48.82544835947,20
"fo8_00",61.54774997322,24
"fo9_00",58.81193896451,19
"fo10_00",65.335883907,23
"bc1_00",54.71285421081,18
"bc2_00",48.38161288887,17
"bc3_00",49.1596275124,17
"bc4_00",24.2342501041,5
"bc5_00",41.41818195433,14
"bc6_00",49.06807683551,17
"bc7_00",65.18115500067,22
"bc8_00",51.80485917141,16
"bc9_00",60.07875560152,22
"bc10_00",43.24543809971,12
"na1_00",45.97808505581,17
"na2_00",44.06698345871,14
"na3_00",32.9628279103,11
"na4_00",43.60343242651,11
"na5_00",54.02079282281,18
"na6_00",40.2158888935,14
"na7_00",41.6894715406,14
"na8_00",39.45950309951,16
"na9_00",77.22436265592,28
"na10_00",54.64312031788,18
"fr1_01",50.78402298122,20
"fr2_01",62.68277666027,22
"fr3_01",54.79929822491,19
"fr4_01",36.4510421802,10
"fr5_01",64.38318106465,29
"fr6_01",32.37902267071,10
"fr7_01",47.06724598072,14
"fr8_01",38.3003429997,12
"fr9_01",56.10253263891,17
"fr10_01",25.53643879502,6
"fo1_01",59.81800573372,22
"fo2_01",43.19270641981,12
"fo3_01",55.44502493181,18
"fo4_01",58.33722947431,22
"fo5_01",73.20580743238,27
"fo6_01",43.80535841811,16
"fo7_01",57.25887391731,18
"fo8_01",48.90070248061,17
"fo9_01",58.02014640791,23
"fo10_01",48.06049878001,17
"bc1_01",62.92932668358,23
"bc2_01",39.61934225591,9
"bc3_01",30.89869194961,9
"bc4_01",34.64516331851,11
"bc5_01",61.65834882832,20
"bc6_01",57.57995366642,18
"bc7_01",53.56160728031,17
"bc8_01",42.44119466201,13
"bc9_01",51.67382657211,19
"bc10_01",33.42662453751,9
"na1_01",34.05887313201,8
"na2_01",40.48794009181,12
"na3_01",38.17948756221,13
"na4_01",47.01405788731,13
"na5_01",64.76298117921,20
"na6_01",32.83589823281,8
"na7_01",47.01949382851,12
"na8_01",33.25047278582,9
"na9_01",46.91625300811,13
"na10_01",44.09705661261,16
"fr1_02",52.94494428242,18
"fr2_02",52.55612382218,18
"fr3_02",35.94259583122,9
"fr4_02",27.04338529902,6
"fr5_02",44.58249320952,14
"fr6_02",45.43990108921,14
"fr7_02",39.05871034272,11
"fr8_02",29.95426132642,7
"fr9_02",46.20087943851,17
"fr10_02",26.88296930872,6
"fo1_02",46.00454058522,16
"fo2_02",48.66933893502,16
"fo3_02",53.13596509822,16
"fo4_02",50.89913946481,15
"fo5_02",61.22490255912,22
"fo6_02",53.29972436592,19
"fo7_02",53.66765174631,18
"fo8_02",50.50719093901,16
"fo9_02",47.03220970361,16
"fo10_02",60.26370666941,20
"bc1_02",52.05045524372,14
"bc2_02",54.62596165841,19
"bc3_02",42.26621180211,11
"bc4_02",29.74366353182,7
"bc5_02",61.56411268155,21
"bc6_02",50.73850597671,17
"bc7_02",53.65232776322,15
"bc8_02",47.95304356211,14
"bc9_02",47.89194795541,15
"bc10_02",41.08384413551,12
"na1_02",46.06115362461,15
"na2_02",50.55733682661,14
"na3_02",38.58733015801,11
"na4_02",35.27718424651,11
"na5_02",48.65018005331,15
"na6_02",53.89896624331,19
"na7_02",58.08800837791,15
"na8_02",48.01495830601,15
"na9_02",44.7184990028,12
"na10_02",45.63016641561,12
"fr1_03",59.34862925851,21
"fr2_03",64.33185961541,27
"fr3_03",55.87587335581,20
"fr4_03",67.94760217001,26
"fr5_03",54.53983323362,22
"fr6_03",61.30026908351,25
"fr7_03",66.87310629951,29
"fr8_03",68.41811068781,27
"fr9_03",55.04935234202,23
"fr10_03",37.73589297121,13
"fo1_03",73.87488138083,32
"fo2_03",72.60934011304,27
"fo3_03",78.90951059231,33
"fo4_03",66.49493147501,24
"fo5_03",79.85906029463,36
"fo6_03",69.94057876792,29
"fo7_03",79.37452770911,34
"fo8_03",65.77127932321,23
"fo9_03",78.07448357515,34
"fo10_03",62.55671292141,23
"bc1_03",78.80961560102,29
"bc2_03",72.81790921742,30
"bc3_03",54.96634345195,21
"bc4_03",54.19095649061,18
"bc5_03",82.01035666818,34
"bc6_03",88.55721913662,36
"bc7_03",63.25801328204,25
"bc8_03",64.69800980731,23
"bc9_03",71.17458852132,27
"bc10_03",45.74882509941,15
"na1_03",83.09868683041,33
"na2_03",80.72877469681,32
"na3_03",69.36041921244,26
"na4_03",62.82959321371,26
"na5_03",71.45314245072,27
"na6_03",57.91788756171,21
"na7_03",74.64732280731,31
"na8_03",84.85398914911,32
"na9_03",67.09664008871,26
"na10_03",73.56859508571,28
