"","PD","SR"
"fr1_00",84.73898970327,13
"fr2_00",101.74407814717,16
"fr3_00",75.15865382135,19
"fr4_00",105.62720531662,20
"fr5_00",101.8260741407,12
"fr6_00",88.5934314268,17
"fr7_00",73.8907828395,9
"fr8_00",99.94945601527,16
"fr9_00",120.32633296832,26
"fr10_00",102.59594408897,17
"fo1_00",110.48322323498,21
"fo2_00",108.1408445773,20
"fo3_00",80.7990324338,15
"fo4_00",62.7162086769,9
"fo5_00",109.44326374615,25
"fo6_00",109.20812183388,21
"fo7_00",106.27162021708,20
"fo8_00",117.46269565845,24
"fo9_00",108.16400232915,19
"fo10_00",121.08977120067,23
"bc1_00",96.0872466433,18
"bc2_00",101.78265052328,17
"bc3_00",79.65533372005,17
"bc4_00",47.51546205547,5
"bc5_00",85.85849269918,14
"bc6_00",77.2134024614,17
"bc7_00",119.30166642204,22
"bc8_00",106.418667974,16
"bc9_00",113.9805529789,22
"bc10_00",74.71819685857,12
"na1_00",84.9872762569,17
"na2_00",71.1683064397,14
"na3_00",70.24418545337,11
"na4_00",81.02510190737,11
"na5_00",114.9924676693,18
"na6_00",69.4996094072,14
"na7_00",63.72713789868,14
"na8_00",80.267318967,16
"na9_00",136.69960424232,28
"na10_00",97.62327725157,18
"fr1_01",103.09021824177,20
"fr2_01",125.35745590675,22
"fr3_01",120.33278173418,19
"fr4_01",74.88703165188,10
"fr5_01",136.20007276698,29
"fr6_01",64.29440372208,10
"fr7_01",77.54444839085,14
"fr8_01",63.43558966168,12
"fr9_01",107.35027215825,17
"fr10_01",50.6456957088,6
"fo1_01",114.41795894953,22
"fo2_01",82.94689461088,12
"fo3_01",102.71408853268,18
"fo4_01",100.55114918296,22
"fo5_01",145.19250663188,27
"fo6_01",86.66836343866,16
"fo7_01",112.44193846463,18
"fo8_01",97.58270882575,17
"fo9_01",108.38063560596,23
"fo10_01",87.17504724575,17
"bc1_01",129.23491151726,23
"bc2_01",67.59911518058,9
"bc3_01",61.78265630208,9
"bc4_01",62.09511399358,11
"bc5_01",110.6824257123,20
"bc6_01",95.85675403932,18
"bc7_01",90.43706400746,17
"bc8_01",87.71049158478,13
"bc9_01",92.36145572776,19
"bc10_01",70.10243464638,9
"na1_01",58.23859876888,8
"na2_01",68.54600399355,12
"na3_01",77.14298664508,13
"na4_01",91.45465223458,13
"na5_01",112.95434249382,20
"na6_01",61.78209483518,8
"na7_01",78.73528855137,12
"na8_01",66.94310555378,9
"na9_01",67.54358010592,13
"na10_01",71.65145963826,16
"fr1_02",105.33989653835,18
"fr2_02",115.15537783855,18
"fr3_02",61.95656065938,9
"fr4_02",49.76764293128,6
"fr5_02",88.09649031528,14
"fr6_02",90.51292943218,14
"fr7_02",78.68109629008,11
"fr8_02",68.8023539239,7
"fr9_02",92.40386750496,17
"fr10_02",64.6059608554,6
"fo1_02",100.31033506518,16
"fo2_02",91.97404376306,16
"fo3_02",101.90684813355,16
"fo4_02",105.06631196408,15
"fo5_02",111.91847570765,22
"fo6_02",103.82312711303,19
"fo7_02",110.51095465968,18
"fo8_02",93.13364811555,16
"fo9_02",92.88155799583,16
"fo10_02",120.10920462495,20
"bc1_02",84.41766448372,14
"bc2_02",103.74353252058,19
"bc3_02",87.54712781938,11
"bc4_02",53.1951805073,7
"bc5_02",112.81353757845,21
"bc6_02",102.59693652578,17
"bc7_02",100.11652306178,15
"bc8_02",98.8854038305,14
"bc9_02",90.86801445968,15
"bc10_02",97.03739258325,12
"na1_02",84.00671908805,15
"na2_02",93.71511041178,14
"na3_02",82.98496632798,11
"na4_02",77.31537710257,11
"na5_02",100.23446159108,15
"na6_02",106.38120727408,19
"na7_02",104.76520463695,15
"na8_02",98.46784418975,15
"na9_02",92.65022750687,12
"na10_02",87.99545982818,12
"fr1_03",112.34173631038,21
"fr2_03",121.76348909306,27
"fr3_03",113.50343659608,20
"fr4_03",129.46412394698,26
"fr5_03",102.67896815445,22
"fr6_03",114.83791828743,25
"fr7_03",134.7445984197,29
"fr8_03",125.4509001166,27
"fr9_03",113.94020293205,23
"fr10_03",80.5701294596,13
"fo1_03",142.8128208363,32
"fo2_03",122.43668940616,27
"fo3_03",144.73662252683,33
"fo4_03",119.73998978128,24
"fo5_03",170.76076622705,36
"fo6_03",135.76806334103,29
"fo7_03",139.4563358478,34
"fo8_03",135.25561390465,23
"fo9_03",162.09662195693,34
"fo10_03",121.39416520315,23
"bc1_03",134.3121256973,29
"bc2_03",123.88883253793,30
"bc3_03",110.65539730451,21
"bc4_03",105.04110752575,18
"bc5_03",155.2405060181,34
"bc6_03",163.9004631142,36
"bc7_03",131.14635036708,25
"bc8_03",112.31390664372,23
"bc9_03",132.69742664593,27
"bc10_03",93.90722477215,15
"na1_03",139.35900325888,33
"na2_03",145.7696750057,32
"na3_03",134.57313294238,26
"na4_03",121.34522162835,26
"na5_03",125.13090553953,27
"na6_03",95.72891962993,21
"na7_03",128.5958571826,31
"na8_03",151.08527622295,32
"na9_03",131.19142374692,26
"na10_03",126.73443494253,28
