"","PD","SR"
"fr1_00",81.0625,13
"fr2_00",94.4375,16
"fr3_00",72.375,19
"fr4_00",100.625,20
"fr5_00",96.625,12
"fr6_00",85.25,17
"fr7_00",66,9
"fr8_00",98.625,16
"fr9_00",118.25,26
"fr10_00",99.61328125,17
"fo1_00",109.125,21
"fo2_00",104.5,20
"fo3_00",77.125,15
"fo4_00",60.25,9
"fo5_00",106.625,25
"fo6_00",107.125,21
"fo7_00",105.125,20
"fo8_00",113.375,24
"fo9_00",100.375,19
"fo10_00",113.23828125,23
"bc1_00",88.875,18
"bc2_00",95.375,17
"bc3_00",82.75,17
"bc4_00",46,5
"bc5_00",84.1875,14
"bc6_00",73.75,17
"bc7_00",111,22
"bc8_00",102.125,16
"bc9_00",111.375,22
"bc10_00",72,12
"na1_00",82.125,17
"na2_00",64.875,14
"na3_00",67.25,11
"na4_00",74.0625,11
"na5_00",110,18
"na6_00",70.5,14
"na7_00",61.875,14
"na8_00",77.5,16
"na9_00",131.875,28
"na10_00",95.125,18
"fr1_01",96.75,20
"fr2_01",117,22
"fr3_01",114.25,19
"fr4_01",72.125,10
"fr5_01",129.0625,29
"fr6_01",62.875,10
"fr7_01",76.625,14
"fr8_01",59.875,12
"fr9_01",101.1875,17
"fr10_01",45.75,6
"fo1_01",108.375,22
"fo2_01",79.5,12
"fo3_01",99.5,18
"fo4_01",96.75,22
"fo5_01",140.9375,27
"fo6_01",84.5,16
"fo7_01",106.25,18
"fo8_01",94.25,17
"fo9_01",105.875,23
"fo10_01",84.625,17
"bc1_01",124.5,23
"bc2_01",68,9
"bc3_01",59.875,9
"bc4_01",60,11
"bc5_01",106.875,20
"bc6_01",93,18
"bc7_01",87,17
"bc8_01",84.25,13
"bc9_01",89.625,19
"bc10_01",66.75,9
"na1_01",55.75,8
"na2_01",65.75,12
"na3_01",77,13
"na4_01",86.25,13
"na5_01",106.25,20
"na6_01",60,8
"na7_01",74.125,12
"na8_01",65.125,9
"na9_01",68.625,13
"na10_01",69.875,16
"fr1_02",98.75,18
"fr2_02",110,18
"fr3_02",59.75,9
"fr4_02",45.75,6
"fr5_02",84.75,14
"fr6_02",82.375,14
"fr7_02",72.125,11
"fr8_02",63.75,7
"fr9_02",88.125,17
"fr10_02",58,6
"fo1_02",93.75,16
"fo2_02",88,16
"fo3_02",98.25,16
"fo4_02",101.1875,15
"fo5_02",106.75,22
"fo6_02",97.1875,19
"fo7_02",105.375,18
"fo8_02",85.25,16
"fo9_02",87.25,16
"fo10_02",112.36328125,20
"bc1_02",80.125,14
"bc2_02",97.375,19
"bc3_02",81.75,11
"bc4_02",47.5,7
"bc5_02",103.6875,21
"bc6_02",97.875,17
"bc7_02",90.875,15
"bc8_02",92.875,14
"bc9_02",85.75,15
"bc10_02",91.25,12
"na1_02",77,15
"na2_02",88.375,14
"na3_02",79.25,11
"na4_02",69,11
"na5_02",95.75,15
"na6_02",102.875,19
"na7_02",101.375,15
"na8_02",95.75,15
"na9_02",86.48828125,12
"na10_02",84.25,12
"fr1_03",106.625,21
"fr2_03",118.5,27
"fr3_03",108.078125,20
"fr4_03",128.125,26
"fr5_03",96.4375,22
"fr6_03",110.1875,25
"fr7_03",124.36328125,29
"fr8_03",120.3515625,27
"fr9_03",104.69140625,23
"fr10_03",75,13
"fo1_03",136.140625,32
"fo2_03",120.1875,27
"fo3_03",138.875,33
"fo4_03",114.44140625,24
"fo5_03",166.66796875,36
"fo6_03",129,29
"fo7_03",137.1875,34
"fo8_03",126.125,23
"fo9_03",152.65625,34
"fo10_03",113.50390625,23
"bc1_03",125.1875,29
"bc2_03",120.875,30
"bc3_03",107.4375,21
"bc4_03",97.875,18
"bc5_03",148.75,34
"bc6_03",157.80078125,36
"bc7_03",124,25
"bc8_03",103.875,23
"bc9_03",124.375,27
"bc10_03",87.375,15
"na1_03",132.4375,33
"na2_03",139.4765625,32
"na3_03",125.9375,26
"na4_03",116.1875,26
"na5_03",118.6875,27
"na6_03",89.625,21
"na7_03",126.6875,31
"na8_03",145.9375,32
"na9_03",119.5,26
"na10_03",123.1875,28
