"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"fr2000",66,10.9897435897436,11.8496701830035,0.233559048777699,1,-3.68183805234796,0.001,999
"fo2000",62,11.3844526705447,11.8431715692424,0.249611334688775,34,-1.83773264651501,0.034,999
"na2000",66,11.413986013986,11.854799321466,0.233371683888457,30.5,-1.88888943223578,0.0305,999
"fr2001",56,11.2149350649351,11.8365410865411,0.260460937383818,19,-2.3865614085924,0.019,999
"fo2001",56,11.4454545454545,11.862195962196,0.252520726453684,59,-1.65032558948326,0.059,999
"na2001",52,10.869532428356,11.8405260464084,0.283006702450542,2,-3.43099159717651,0.002,999
"fr2002",40,11.0910256410256,11.8519904519905,0.334945062041624,22,-2.27190932843263,0.022,999
"fo2002",46,11.3584541062802,11.826167230032,0.29736989640392,61,-1.57283278976051,0.061,999
"na2002",49,11.3333333333333,11.8456041075089,0.287109442690779,46.5,-1.78423520095526,0.0465,999
"fr2003",75,11.6590990990991,11.8568932896861,0.206264450181398,152.5,-0.958934951772026,0.1525,999
"fo2003",85,11.4694677871148,11.8540411560019,0.184930326070921,22,-2.07955816148624,0.022,999
"na2003",108,11.8625822083766,11.8517087527126,0.151538032842585,522,0.0717539713303203,0.522,999
