"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"fr2000",66,6.08857119369091,9.85686592081123,1.0556459032108,1,-3.56965788969468,0.001,999
"fo2000",62,9.07632543165384,10.2305064877184,0.991137625620045,128,-1.1645013025739,0.128,999
"na2000",66,8.33384575233615,9.67833451432056,1.1070345233778,118,-1.21449578454165,0.118,999
"fr2001",56,5.22061826623114,8.24000699663098,1.01315265027302,1,-2.98019131627023,0.001,999
"fo2001",56,7.89092836206371,9.76612201674423,1.10015254894062,46,-1.70448512480039,0.046,999
"na2001",52,8.97444033912629,10.4314818541602,1.02093914833252,78,-1.42715804111704,0.078,999
"fr2002",40,5.41100658827387,8.47325561022846,1.17137773281899,2,-2.61422847315451,0.002,999
"fo2002",46,7.2339863124902,8.25313961845538,1.52378287368741,268,-0.668831054321357,0.268,999
"na2002",49,5.33020187572848,5.30827051561186,0.841516704675923,489,0.0260617050080621,0.489,999
"fr2003",75,7.28295334473283,11.1837384143405,0.677846824762438,1,-5.75467041683752,0.001,999
"fo2003",85,9.06104835036084,9.75185739717069,0.889903339908516,215,-0.776274248932334,0.215,999
"na2003",108,8.61234587173582,10.9302312362329,0.784410646625695,1,-2.95493868481766,0.001,999
