"","ph.names","nri.ph.mw"
"1","frfo00","0.00519604234774513"
"2","nafo00","0.306884719478423"
"3","frfo01","0.48125094719522"
"4","nafo01","0.982760168367365"
"5","frfo02","0.19031587607439"
"6","nafo02","0.142583120694065"
"7","frfo03","0.0288055597653121"
"8","nafo03","0.0166570727290367"
