"","PD","SR"
"fr_00",160,50
"fo_00",163,52
"bc_00",162,45
"na_00",160,44
"fr_01",159,46
"fo_01",159,48
"bc_01",161,40
"na_01",158,37
"fr_02",154,38
"fo_02",160,42
"bc_02",158,37
"na_02",160,38
"fr_03",158,47
"fo_03",157,47
"bc_03",164,51
"na_03",164,53
