"","ph.names","pd.ph.mw"
"1","frfo00","0.0282466213143862"
"2","nafo00","0.0474857450868691"
"3","frfo01","0.344159461551261"
"4","nafo01","0.00997991460222904"
"5","frfo02","0.0190197494880132"
"6","nafo02","0.0642216679212104"
"7","frfo03","0.0101368676785748"
"8","nafo03","0.402851085032077"
