"","PD","SR"
"fr1_00",38.51205307068,13
"fr2_00",42.35747274068,16
"fr3_00",38.16801215648,19
"fr4_00",44.93265704024,20
"fr5_00",37.67099753734,12
"fr6_00",51.80411767524,17
"fr7_00",27.30196638428,9
"fr8_00",47.73112381299,16
"fr9_00",64.68408098298,26
"fr10_00",46.55736753387,17
"fo1_00",53.85845521604,21
"fo2_00",51.12204622244,20
"fo3_00",40.96451036538,15
"fo4_00",21.96440613124,9
"fo5_00",58.30756846718,25
"fo6_00",49.43896626474,21
"fo7_00",50.59220722764,20
"fo8_00",58.76690370828,24
"fo9_00",57.56997320054,19
"fo10_00",58.77684540318,23
"bc1_00",52.81522389059,18
"bc2_00",45.46967513568,17
"bc3_00",44.94208558204,17
"bc4_00",21.72487188792,5
"bc5_00",44.11177443988,14
"bc6_00",49.35469105482,17
"bc7_00",56.15816164698,22
"bc8_00",44.39074143188,16
"bc9_00",60.80773919038,22
"bc10_00",35.81717995532,12
"na1_00",46.60971255454,17
"na2_00",42.42567268728,14
"na3_00",25.57623876624,11
"na4_00",41.26375658782,11
"na5_00",46.66298692838,18
"na6_00",33.71102466338,14
"na7_00",33.27105095638,14
"na8_00",32.11531179138,16
"na9_00",70.87438613624,28
"na10_00",54.43489403932,18
"fr1_01",50.38141505308,20
"fr2_01",62.15257137308,22
"fr3_01",51.73651937468,19
"fr4_01",35.37131340328,10
"fr5_01",68.98993272056,29
"fr6_01",25.83981380546,10
"fr7_01",42.57831877474,14
"fr8_01",34.07041282028,12
"fr9_01",50.60667211188,17
"fr10_01",25.57294049308,6
"fo1_01",63.51318388314,22
"fo2_01",38.27072783118,12
"fo3_01",49.44063452028,18
"fo4_01",47.95956981938,22
"fo5_01",71.62462041404,27
"fo6_01",36.6151884475,16
"fo7_01",52.82714737468,18
"fo8_01",42.08524350484,17
"fo9_01",56.16302850724,23
"fo10_01",42.27730610654,17
"bc1_01",59.36319060028,23
"bc2_01",33.17560755232,9
"bc3_01",26.45344317168,9
"bc4_01",27.18972404224,11
"bc5_01",53.28797014018,20
"bc6_01",48.27793080768,18
"bc7_01",45.31723913528,17
"bc8_01",37.65632969428,13
"bc9_01",45.17771688798,19
"bc10_01",26.24578839252,9
"na1_01",27.35679498618,8
"na2_01",35.92734317032,12
"na3_01",31.94733052778,13
"na4_01",36.70350617494,13
"na5_01",57.40274571848,20
"na6_01",27.48496961438,8
"na7_01",42.97841346958,12
"na8_01",32.67303081968,9
"na9_01",41.71481455228,13
"na10_01",43.07505806538,16
"fr1_02",47.33922167978,18
"fr2_02",52.39222156477,18
"fr3_02",35.22499944858,9
"fr4_02",22.36534346998,6
"fr5_02",42.46887341742,14
"fr6_02",42.10742670329,14
"fr7_02",37.88462187418,11
"fr8_02",25.00077515108,7
"fr9_02",46.01137295738,17
"fr10_02",22.49212114028,6
"fo1_02",49.25772700008,16
"fo2_02",43.67526564018,16
"fo3_02",51.68125990728,16
"fo4_02",47.92060049768,15
"fo5_02",54.17007015954,22
"fo6_02",51.36647992528,19
"fo7_02",53.23208874888,18
"fo8_02",45.42784022218,16
"fo9_02",43.12425272788,16
"fo10_02",58.51477149288,20
"bc1_02",51.16085688948,14
"bc2_02",56.05300416528,19
"bc3_02",37.49967689658,11
"bc4_02",25.97447683418,7
"bc5_02",62.99967975228,21
"bc6_02",46.14646299914,17
"bc7_02",54.04336357398,15
"bc8_02",43.57666047768,14
"bc9_02",41.61910767928,15
"bc10_02",34.17412351818,12
"na1_02",42.96308906838,15
"na2_02",45.85187048768,14
"na3_02",32.12668877428,11
"na4_02",36.03985490662,11
"na5_02",47.49662912068,15
"na6_02",53.80236754048,19
"na7_02",54.52069457708,15
"na8_02",45.16978534688,15
"na9_02",38.49903702568,12
"na10_02",43.15685211884,12
"fr1_03",57.18623126917,21
"fr2_03",71.29745279058,27
"fr3_03",48.59749130358,20
"fr4_03",66.66331397098,26
"fr5_03",55.89441513268,22
"fr6_03",62.36943955863,25
"fr7_03",69.36948437543,29
"fr8_03",65.13720108558,27
"fr9_03",51.18462995628,23
"fr10_03",38.49878927028,13
"fo1_03",70.75636586074,32
"fo2_03",70.22616266692,27
"fo3_03",75.69553392414,33
"fo4_03",57.62638638958,24
"fo5_03",86.52536161833,36
"fo6_03",65.30343825474,29
"fo7_03",76.49448756564,34
"fo8_03",62.08442028014,23
"fo9_03",76.24719082688,34
"fo10_03",56.80696398108,23
"bc1_03",71.10343314888,29
"bc2_03",68.20383531242,30
"bc3_03",59.31998117952,21
"bc4_03",52.01378195812,18
"bc5_03",82.85657828392,34
"bc6_03",77.33524687454,36
"bc7_03",64.91359729102,25
"bc8_03",61.03276164541,23
"bc9_03",65.93163908388,27
"bc10_03",42.00321769002,15
"na1_03",76.05739578047,33
"na2_03",70.05236094142,32
"na3_03",66.69082294172,26
"na4_03",58.97589596839,26
"na5_03",67.77705389342,27
"na6_03",54.47848665958,21
"na7_03",74.26922741352,31
"na8_03",76.81095984108,32
"na9_03",68.11105162678,26
"na10_03",69.51767633018,28
