"","PD","SR"
"fr1_00",89.0725960568,13
"fr2_00",100.8840792242,16
"fr3_00",86.870087417,19
"fr4_00",102.76824720329,20
"fr5_00",104.2709613062,12
"fr6_00",93.66261688826,17
"fr7_00",67.5012265334,9
"fr8_00",109.371172904,16
"fr9_00",131.68466086099,26
"fr10_00",106.0177332373,17
"fo1_00",114.51742923489,21
"fo2_00",109.8438921974,20
"fo3_00",79.76209700556,15
"fo4_00",64.2785770625,9
"fo5_00",113.2508409125,25
"fo6_00",117.56849237439,21
"fo7_00",111.75467352319,20
"fo8_00",121.2773177357,24
"fo9_00",109.96188499056,19
"fo10_00",119.41288501786,23
"bc1_00",95.51965479166,18
"bc2_00",93.39215648567,17
"bc3_00",88.55588947307,17
"bc4_00",48.6296316269,5
"bc5_00",87.60802660197,14
"bc6_00",82.58451155036,17
"bc7_00",122.63567324647,22
"bc8_00",108.19274095087,16
"bc9_00",118.95202470647,22
"bc10_00",69.43378104917,12
"na1_00",91.85363080677,17
"na2_00",71.06713996826,14
"na3_00",74.9363954187,11
"na4_00",78.61667570046,11
"na5_00",116.85747431686,18
"na6_00",79.75743993467,14
"na7_00",67.57956668397,14
"na8_00",80.52502624009,16
"na9_00",138.49172586972,28
"na10_00",98.83761256646,18
"fr1_01",107.93210168639,20
"fr2_01",126.8156988008,22
"fr3_01",120.35628067679,19
"fr4_01",81.1730179253,10
"fr5_01",146.4657238607,29
"fr6_01",68.7025697494,10
"fr7_01",84.3357965747,14
"fr8_01",68.3272063553,12
"fr9_01",105.3869182529,17
"fr10_01",48.6759417251,6
"fo1_01",119.253403417,22
"fo2_01",82.00769981839,12
"fo3_01",105.22178632809,18
"fo4_01",107.08279695397,22
"fo5_01",149.31651399656,27
"fo6_01",91.03265232137,16
"fo7_01",117.61823837019,18
"fo8_01",103.60413502699,17
"fo9_01",111.81032197419,23
"fo10_01",97.1376671531,17
"bc1_01",131.52168868636,23
"bc2_01",73.64407433487,9
"bc3_01",63.19363170887,9
"bc4_01",66.90862530357,11
"bc5_01",112.00796210857,20
"bc6_01",101.47385541716,18
"bc7_01",95.02028064709,17
"bc8_01",90.57979870887,13
"bc9_01",92.79435568196,19
"bc10_01",69.65878549319,9
"na1_01",61.01732289067,8
"na2_01",75.33160675267,12
"na3_01",84.99372351557,13
"na4_01",97.26865768299,13
"na5_01",117.74133295566,20
"na6_01",67.83617087027,8
"na7_01",84.18006586256,12
"na8_01",73.6112728278,9
"na9_01",78.83824997357,13
"na10_01",74.92626342687,16
"fr1_02",108.143285611,18
"fr2_02",118.6525701513,18
"fr3_02",63.9447772504,9
"fr4_02",48.0647861133,6
"fr5_02",97.3933901678,14
"fr6_02",86.3411298858,14
"fr7_02",77.4937935138,11
"fr8_02",62.2285770235,7
"fr9_02",95.7279628451,17
"fr10_02",55.5455689155,6
"fo1_02",101.5083631006,16
"fo2_02",90.11045460759,16
"fo3_02",103.76317725957,16
"fo4_02",111.56458199397,15
"fo5_02",117.8728375653,22
"fo6_02",106.3100986216,19
"fo7_02",112.8271902726,18
"fo8_02",93.77619977579,16
"fo9_02",96.3607398132,16
"fo10_02",124.6053641416,20
"bc1_02",89.06456480507,14
"bc2_02",108.91679503776,19
"bc3_02",90.07649515857,11
"bc4_02",47.71815759677,7
"bc5_02",113.47453993367,21
"bc6_02",107.58040913417,17
"bc7_02",98.99140856467,15
"bc8_02",99.30976530437,14
"bc9_02",94.74729865687,15
"bc10_02",99.4634568275,12
"na1_02",87.79270565487,15
"na2_02",98.40256761286,14
"na3_02",85.23244787087,11
"na4_02",79.5364424056,11
"na5_02",106.83198060837,15
"na6_02",111.67549822667,19
"na7_02",108.60727091817,15
"na8_02",105.0245586807,15
"na9_02",90.18542466907,12
"na10_02",95.39934086017,12
"fr1_03",115.72475056779,21
"fr2_03",125.07066894039,27
"fr3_03",109.7853778221,20
"fr4_03",134.02539328499,26
"fr5_03",111.7020366298,22
"fr6_03",116.98052943429,25
"fr7_03",135.624032872,29
"fr8_03",131.64548011909,27
"fr9_03",112.2275740248,23
"fr10_03",77.8086733611,13
"fo1_03",143.1759691419,32
"fo2_03",130.45243265709,27
"fo3_03",146.7615910639,33
"fo4_03",114.8729167638,24
"fo5_03",170.38380121197,36
"fo6_03",137.69446930076,29
"fo7_03",152.26632165879,34
"fo8_03",135.83942588249,23
"fo9_03",157.03137856414,34
"fo10_03",111.10903874346,23
"bc1_03",135.41834845076,29
"bc2_03",130.37229733727,30
"bc3_03",108.98862402447,21
"bc4_03",110.74526757496,18
"bc5_03",154.76052916987,34
"bc6_03",161.63713945656,36
"bc7_03",128.0902047583,25
"bc8_03",118.82854362257,23
"bc9_03",133.09112590597,27
"bc10_03",98.4324126882,15
"na1_03",139.86333779017,33
"na2_03",147.75965506866,32
"na3_03",130.27001071788,26
"na4_03",133.57895292451,26
"na5_03",130.59922940986,27
"na6_03",98.16644476776,21
"na7_03",139.13391657376,31
"na8_03",159.54144850104,32
"na9_03",127.07107758727,26
"na10_03",128.35967270608,28
