"","PD","SR"
"fr2000",129.00930617363,66
"fo2000",115.86110677785,62
"na2000",123.2659338218,66
"fr2001",111.80513816754,56
"fo2001",112.19905049073,56
"na2001",109.09450561422,52
"fr2002",91.30115774634,40
"fo2002",104.72958438462,46
"na2002",105.6521372949,49
"fr2003",136.47008480533,75
"fo2003",149.36604196296,85
"na2003",171.37766567302,108
