"","PD","SR"
"fr1_00",88.42625417089,13
"fr2_00",103.82204123703,16
"fr3_00",87.33174707053,19
"fr4_00",110.15206854139,20
"fr5_00",104.97062410399,12
"fr6_00",92.27093315889,17
"fr7_00",67.1623910886,9
"fr8_00",104.58378959859,16
"fr9_00",127.06588930414,26
"fr10_00",110.09552590363,17
"fo1_00",118.30295029123,21
"fo2_00",109.42157769743,20
"fo3_00",85.67328552743,15
"fo4_00",63.9884945993,9
"fo5_00",112.14202318353,25
"fo6_00",115.89333185813,21
"fo7_00",118.17257426643,20
"fo8_00",127.03669461183,24
"fo9_00",113.25331545339,19
"fo10_00",119.79573506003,23
"bc1_00",97.25217759303,18
"bc2_00",106.49896853339,17
"bc3_00",95.23552088763,17
"bc4_00",49.53779828349,5
"bc5_00",94.29757195193,14
"bc6_00",86.15865718773,17
"bc7_00",121.38635309949,22
"bc8_00",111.03241929889,16
"bc9_00",121.66040619873,22
"bc10_00",75.75818591783,12
"na1_00",90.69279447503,17
"na2_00",75.75118573099,14
"na3_00",75.36344935524,11
"na4_00",83.52540987469,11
"na5_00",119.557682415,18
"na6_00",77.57620265794,14
"na7_00",69.54116438739,14
"na8_00",79.97535898524,16
"na9_00",144.32263490759,28
"na10_00",105.83511222909,18
"fr1_01",104.82757005044,20
"fr2_01",131.10721995897,22
"fr3_01",122.52042357429,19
"fr4_01",79.70970584177,10
"fr5_01",143.11625246097,29
"fr6_01",67.94807325439,10
"fr7_01",86.43947077213,14
"fr8_01",67.37265520087,12
"fr9_01",111.00659991309,17
"fr10_01",52.11221150719,6
"fo1_01",121.60806235169,22
"fo2_01",83.80152138008,12
"fo3_01",105.95723221607,18
"fo4_01",109.06113081108,22
"fo5_01",156.36367354809,27
"fo6_01",95.9495729965,16
"fo7_01",117.2327243024,18
"fo8_01",104.6687643486,17
"fo9_01",115.31859513403,23
"fo10_01",91.19525745853,17
"bc1_01",135.7231897086,23
"bc2_01",79.8261186615,9
"bc3_01",66.96153080539,9
"bc4_01",70.6461976458,11
"bc5_01",117.57833329428,20
"bc6_01",103.34071872154,18
"bc7_01",99.9053099695,17
"bc8_01",95.327965896,13
"bc9_01",99.64528795873,19
"bc10_01",72.0518019469,9
"na1_01",63.87712029678,8
"na2_01",76.23927279344,12
"na3_01",87.20518979714,13
"na4_01",95.8132504697,13
"na5_01",121.2913679434,20
"na6_01",72.0739055071,8
"na7_01",87.49874200529,12
"na8_01",77.31418873239,9
"na9_01",81.32618227079,13
"na10_01",78.13794115701,16
"fr1_02",103.1736095586,18
"fr2_02",117.8326989912,18
"fr3_02",69.14085327829,9
"fr4_02",47.0300652648,6
"fr5_02",89.6519649024,14
"fr6_02",89.72504569439,14
"fr7_02",78.30494019339,11
"fr8_02",62.3337218656,7
"fr9_02",100.37117405919,17
"fr10_02",56.2345469363,6
"fo1_02",103.06319352589,16
"fo2_02",87.1073541477,16
"fo3_02",106.8853166152,16
"fo4_02",112.18704987409,15
"fo5_02",112.4668391447,22
"fo6_02",110.00448603909,19
"fo7_02",117.35144944589,18
"fo8_02",89.8969237425,16
"fo9_02",98.0318474577,16
"fo10_02",121.69124193159,20
"bc1_02",93.95157839709,14
"bc2_02",113.15836190429,19
"bc3_02",92.240793698,11
"bc4_02",49.2837071223,7
"bc5_02",118.74072336889,21
"bc6_02",109.62682872689,17
"bc7_02",102.83986503299,15
"bc8_02",103.64706735359,14
"bc9_02",95.8486274607,15
"bc10_02",98.5497666939,12
"na1_02",89.2932248061,15
"na2_02",100.38140286709,14
"na3_02",87.0005461419,11
"na4_02",75.74173186,11
"na5_02",107.6691169802,15
"na6_02",112.61953497669,19
"na7_02",114.79113191669,15
"na8_02",103.4035244721,15
"na9_02",90.9734068477,12
"na10_02",93.0431564138,12
"fr1_03",119.25716621607,21
"fr2_03",136.03498657109,27
"fr3_03",116.878519689,20
"fr4_03",143.2571889543,26
"fr5_03",110.05266554269,22
"fr6_03",124.11913390599,25
"fr7_03",133.5351507619,29
"fr8_03",132.5773926282,27
"fr9_03",115.4223095285,23
"fr10_03",81.13797941809,13
"fo1_03",142.98036675127,32
"fo2_03",135.41222089168,27
"fo3_03",152.87662578649,33
"fo4_03",119.46022348386,24
"fo5_03",170.38174956709,36
"fo6_03",139.2855972042,29
"fo7_03",157.86008226599,34
"fo8_03",137.10592261779,23
"fo9_03",160.12796641989,34
"fo10_03",115.66061047299,23
"bc1_03",139.06879812587,29
"bc2_03",137.76103481737,30
"bc3_03",110.32891692344,21
"bc4_03",115.59435237649,18
"bc5_03",159.99806124609,34
"bc6_03",171.80617653069,36
"bc7_03",134.67314892129,25
"bc8_03",120.02683130059,23
"bc9_03",139.54679281949,27
"bc10_03",96.55483718137,15
"na1_03",147.09995508049,33
"na2_03",153.6921070077,32
"na3_03",138.96904051739,26
"na4_03",127.19255792617,26
"na5_03",133.40265122329,27
"na6_03",106.88458544819,21
"na7_03",142.64340033999,31
"na8_03",162.24176100839,32
"na9_03",135.83472407087,26
"na10_03",137.21856435459,28
