"","PD","SR"
"fr2000",246.19817549952,66
"fo2000",219.50917358509,62
"na2000",231.10762837481,66
"fr2001",218.86236757668,56
"fo2001",196.52077377342,56
"na2001",202.9220440861,52
"fr2002",184.96604716671,40
"fo2002",182.76008932952,46
"na2002",209.81982096182,49
"fr2003",247.32200177414,75
"fo2003",269.67015828768,85
"na2003",313.9443815281,108
