"","PD","SR"
"fr1_00",50.8313827179,13
"fr2_00",54.3265362011,16
"fr3_00",52.5884377942,19
"fr4_00",62.5367061791,20
"fr5_00",48.3200520087,12
"fr6_00",64.2218975906,17
"fr7_00",37.5670759634,9
"fr8_00",56.6565492157,16
"fr9_00",78.1941730048,26
"fr10_00",53.3654391646,17
"fo1_00",68.4179739736,21
"fo2_00",66.7932787724,20
"fo3_00",53.7620272272,15
"fo4_00",34.0075316196,9
"fo5_00",74.6820563562,25
"fo6_00",65.8425566718,21
"fo7_00",61.7160245952,20
"fo8_00",69.6941073444,24
"fo9_00",71.4864752999,19
"fo10_00",66.3483346994,23
"bc1_00",67.460459018,18
"bc2_00",59.3752022613,17
"bc3_00",57.9935171485,17
"bc4_00",31.1167685349,5
"bc5_00",52.6570446213,14
"bc6_00",59.5482589393,17
"bc7_00",74.4186098683,22
"bc8_00",56.1080087964,16
"bc9_00",77.3268749702,22
"bc10_00",49.6411387573,12
"na1_00",60.9322231213,17
"na2_00",54.5584073383,14
"na3_00",37.9890483052,11
"na4_00",54.361074789,11
"na5_00",59.7055335427,18
"na6_00",46.0103205245,14
"na7_00",44.7625418528,14
"na8_00",47.193952235,16
"na9_00",84.9928102408,28
"na10_00",65.9882006252,18
"fr1_01",59.9580922976,20
"fr2_01",74.93608927672,22
"fr3_01",57.4914051115,19
"fr4_01",36.5723084333,10
"fr5_01",79.60151105937,29
"fr6_01",36.79838033,10
"fr7_01",55.6988607597,14
"fr8_01",39.5461510006,12
"fr9_01",61.8260865808,17
"fr10_01",35.2552983081,6
"fo1_01",67.97967238682,22
"fo2_01",47.8891138144,12
"fo3_01",58.5424001863,18
"fo4_01",61.1340142123,22
"fo5_01",88.798813388,27
"fo6_01",46.19825509727,16
"fo7_01",61.785509301,18
"fo8_01",54.1264406688,17
"fo9_01",66.7265369747,23
"fo10_01",56.5767740751,17
"bc1_01",69.2153568704,23
"bc2_01",42.07439984226,9
"bc3_01",41.4799261008,9
"bc4_01",43.8558526455,11
"bc5_01",67.0898051135,20
"bc6_01",62.7513718021,18
"bc7_01",55.9437376545,17
"bc8_01",48.4814667633,13
"bc9_01",59.25911175136,19
"bc10_01",34.7384120229,9
"na1_01",35.9529796002,8
"na2_01",46.4925290121,12
"na3_01",43.8486694736,13
"na4_01",48.985193839,13
"na5_01",71.4376397769,20
"na6_01",38.7300569401,8
"na7_01",55.3099731301,12
"na8_01",42.8694038268,9
"na9_01",50.8856631823,13
"na10_01",53.3792904169,16
"fr1_02",56.3498124091,18
"fr2_02",66.1538259637,18
"fr3_02",40.4724708488,9
"fr4_02",29.2007864547,6
"fr5_02",51.0842197066,14
"fr6_02",55.5395017746,14
"fr7_02",44.1157039374,11
"fr8_02",32.4812820552,7
"fr9_02",52.6876597608,17
"fr10_02",30.8174694435,6
"fo1_02",56.8889793739,16
"fo2_02",49.7402718288,16
"fo3_02",60.2771307535,16
"fo4_02",57.0818865704,15
"fo5_02",68.1644925747,22
"fo6_02",64.5892833078,19
"fo7_02",60.2887369036,18
"fo8_02",57.4264783401,16
"fo9_02",54.8960854181,16
"fo10_02",68.99180703,20
"bc1_02",64.3539915311,14
"bc2_02",66.6771701991,19
"bc3_02",49.0768779878,11
"bc4_02",36.2589792857,7
"bc5_02",72.8416400077,21
"bc6_02",61.2709320468,17
"bc7_02",63.0894689708,15
"bc8_02",54.0632469866,14
"bc9_02",54.9697009484,15
"bc10_02",45.8177251697,12
"na1_02",56.1622267615,15
"na2_02",59.7895886846,14
"na3_02",42.9932913156,11
"na4_02",42.1097111045,11
"na5_02",54.1642039126,15
"na6_02",66.5016798617,19
"na7_02",64.8116240123,15
"na8_02",58.0879417922,15
"na9_02",47.0373399656,12
"na10_02",57.3007258542,12
"fr1_03",66.8671886744,21
"fr2_03",77.498312802,27
"fr3_03",58.63402503076,20
"fr4_03",77.2784630132,26
"fr5_03",67.2388489422,22
"fr6_03",73.34677499483,25
"fr7_03",82.8601685001,29
"fr8_03",83.3822508218,27
"fr9_03",62.8539143777,23
"fr10_03",46.3023368288,13
"fo1_03",83.29798201401,32
"fo2_03",77.6720136817,27
"fo3_03",87.82173347676,33
"fo4_03",72.0480724836,24
"fo5_03",95.0063190319,36
"fo6_03",84.2180779856,29
"fo7_03",90.5009567391,34
"fo8_03",75.3555541095,23
"fo9_03",88.15065054,34
"fo10_03",72.0329894416,23
"bc1_03",89.327448892,29
"bc2_03",81.52881757067,30
"bc3_03",72.2218049805,21
"bc4_03",64.5864542698,18
"bc5_03",103.8559250101,34
"bc6_03",100.745127458,36
"bc7_03",73.2976782205,25
"bc8_03",78.4955097073,23
"bc9_03",80.7771590665,27
"bc10_03",59.7707305224,15
"na1_03",93.26425327516,33
"na2_03",86.3328506548,32
"na3_03",78.58907100086,26
"na4_03",72.9028662922,26
"na5_03",81.5317615068,27
"na6_03",68.9153117431,21
"na7_03",88.3329894494,31
"na8_03",90.32797574589,32
"na9_03",78.93802008333,26
"na10_03",83.547075051,28
