"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,20.9765723984351,21.1206211816093,20.893983917831,20.8801131282316,20.3831421293504,20.8108705060631,20.7718806978958,20.9282157369041,20.9012098191715,20.6897376251402,21.4425952396715
"fo2000",20.9765723984351,0,21.1426316994371,21.0683058882913,20.9591954535099,20.4987999142419,20.9509252314794,20.8847855146997,21.1514125135592,21.0631878720259,21.0197097823916,21.5685255408651
"na2000",21.1206211816093,21.1426316994371,0,21.1808514560776,21.0890469742784,20.665150024903,21.1114203399722,21.0299311275817,21.2948221017633,21.1791048961551,21.1578099936067,21.6327987395562
"fr2001",20.893983917831,21.0683058882913,21.1808514560776,0,20.9487867360647,20.4643419181797,20.9203449760775,20.850878759516,21.0517499357011,21.0224641229216,20.9276042599847,21.4716269038107
"fo2001",20.8801131282316,20.9591954535099,21.0890469742784,20.9487867360647,0,20.4207280269007,20.8517947312299,20.747604231149,20.9921990241676,20.9412198781275,20.8631107620762,21.4359944008995
"na2001",20.3831421293504,20.4987999142419,20.665150024903,20.4643419181797,20.4207280269007,0,20.3420089898583,20.1939906475805,20.5533238120544,20.5124391272673,20.4074901110305,21.1867260815231
"fr2002",20.8108705060631,20.9509252314794,21.1114203399722,20.9203449760775,20.8517947312299,20.3420089898583,0,20.7113256961348,20.9281837922907,20.8882954561491,20.826647010006,21.4824016297916
"fo2002",20.7718806978958,20.8847855146997,21.0299311275817,20.850878759516,20.747604231149,20.1939906475805,20.7113256961348,0,20.8640927762762,20.8321161640661,20.7440338874599,21.4108333356745
"na2002",20.9282157369041,21.1514125135592,21.2948221017633,21.0517499357011,20.9921990241676,20.5533238120544,20.9281837922907,20.8640927762762,0,21.0664009253672,20.9258225557405,21.5460275256143
"fr2003",20.9012098191715,21.0631878720259,21.1791048961551,21.0224641229216,20.9412198781275,20.5124391272673,20.8882954561491,20.8321161640661,21.0664009253672,0,20.8173320727121,21.4725639976081
"fo2003",20.6897376251402,21.0197097823916,21.1578099936067,20.9276042599847,20.8631107620762,20.4074901110305,20.826647010006,20.7440338874599,20.9258225557405,20.8173320727121,0,21.4130252467737
"na2003",21.4425952396715,21.5685255408651,21.6327987395562,21.4716269038107,21.4359944008995,21.1867260815231,21.4824016297916,21.4108333356745,21.5460275256143,21.4725639976081,21.4130252467737,0
