"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,10.1129511395175,10.2684087083622,10.2342592190137,10.2376147106442,10.1584557801868,10.003834775356,10.2189702541521,10.2894685967812,10.2596911303586,10.3898804182521,10.4690274808394
"fo2000",10.1129511395175,0,10.2347478931415,10.253811040946,10.1945542702814,10.1203179637911,9.97899652153155,10.1829220686887,10.3059979080263,10.2684531399227,10.4640489513398,10.4919952046461
"na2000",10.2684087083622,10.2347478931415,0,10.4079956871024,10.3800948166043,10.3085505261019,10.1612626535216,10.3717470816944,10.4788013115154,10.4355410509723,10.6321812147464,10.6294415506769
"fr2001",10.2342592190137,10.253811040946,10.4079956871024,0,10.3681952204287,10.2673881126585,10.1498420627159,10.3497141117842,10.4448673195827,10.4265410681985,10.597253117409,10.5989019092491
"fo2001",10.2376147106442,10.1945542702814,10.3800948166043,10.3681952204287,0,10.2471731723041,10.0997737241481,10.2938096006659,10.4093331427193,10.3870239401393,10.5656577395296,10.6067811950958
"na2001",10.1584557801868,10.1203179637911,10.3085505261019,10.2673881126585,10.2471731723041,0,10.0025510217882,10.1671865985592,10.337880050464,10.3177467383133,10.5005518704769,10.587894654287
"fr2002",10.003834775356,9.97899652153155,10.1612626535216,10.1498420627159,10.0997737241481,10.0025510217882,0,10.0613821563568,10.173647021848,10.1455628976967,10.3448767431718,10.409468137045
"fo2002",10.2189702541521,10.1829220686887,10.3717470816944,10.3497141117842,10.2938096006659,10.1671865985592,10.0613821563568,0,10.3783460913412,10.3642227258829,10.5399430281037,10.6083498601222
"na2002",10.2894685967812,10.3059979080263,10.4788013115154,10.4448673195827,10.4093331427193,10.337880050464,10.173647021848,10.3783460913412,0,10.4745382196246,10.63218775335,10.67569444736
"fr2003",10.2596911303586,10.2684531399227,10.4355410509723,10.4265410681985,10.3870239401393,10.3177467383133,10.1455628976967,10.3642227258829,10.4745382196246,0,10.5502501911159,10.6305893502367
"fo2003",10.3898804182521,10.4640489513398,10.6321812147464,10.597253117409,10.5656577395296,10.5005518704769,10.3448767431718,10.5399430281037,10.63218775335,10.5502501911159,0,10.797296216285
"na2003",10.4690274808394,10.4919952046461,10.6294415506769,10.5989019092491,10.6067811950958,10.587894654287,10.409468137045,10.6083498601222,10.67569444736,10.6305893502367,10.797296216285,0
