"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,19.5369297418521,18.351944807821,13.0890457754114,16.4948818835224,17.0906783708334,13.7245109423866,19.8264870474847,19.032000732578,16.2682787018597,21.1772684324188,18.1516958293145
"fo2000",19.5369297418521,0,20.8198538169811,19.5940884195582,19.6105604994616,20.43829501222,19.4239027868856,19.4295962489799,20.9652305790874,19.3698664243546,19.4408537663701,20.021497725442
"na2000",18.351944807821,20.8198538169811,0,18.7640375158628,20.3310680506752,16.253714007773,18.1060165156373,23.2143278375379,12.0996260719262,16.8793169446328,22.0532814862277,15.4609355833525
"fr2001",13.0890457754114,19.5940884195582,18.7640375158628,0,15.814349591023,16.9475603187241,12.9242892032014,19.2804093795249,19.5024535138051,16.7625711083175,21.455420338294,18.8784534003468
"fo2001",16.4948818835224,19.6105604994616,20.3310680506752,15.814349591023,0,19.0209516952941,16.36701968571,19.1450941757416,20.8465667350596,18.61912933323,20.5089073083746,20.0744989584833
"na2001",17.0906783708334,20.43829501222,16.253714007773,16.9475603187241,19.0209516952941,0,16.8201129295545,22.1193275438101,15.3434592124988,16.8465905753319,21.7078652061146,16.7413337052385
"fr2002",13.7245109423866,19.4239027868856,18.1060165156373,12.9242892032014,16.36701968571,16.8201129295545,0,19.5242082053313,18.4356616399409,16.0318742886853,21.0456781431087,17.8341153114448
"fo2002",19.8264870474847,19.4295962489799,23.2143278375379,19.2804093795249,19.1450941757416,22.1193275438101,19.5242082053313,0,23.7236442109008,21.2963740316024,19.0812805854417,22.54947243658
"na2002",19.032000732578,20.9652305790874,12.0996260719262,19.5024535138051,20.8465667350596,15.3434592124988,18.4356616399409,23.7236442109008,0,16.8122717652744,22.2716896081761,14.1812296129258
"fr2003",16.2682787018597,19.3698664243546,16.8793169446328,16.7625711083175,18.61912933323,16.8465905753319,16.0318742886853,21.2963740316024,16.8122717652744,0,20.282811781627,15.8023301477304
"fo2003",21.1772684324188,19.4408537663701,22.0532814862277,21.455420338294,20.5089073083746,21.7078652061146,21.0456781431087,19.0812805854417,22.2716896081761,20.282811781627,0,20.8760823853262
"na2003",18.1516958293145,20.021497725442,15.4609355833525,18.8784534003468,20.0744989584833,16.7413337052385,17.8341153114448,22.54947243658,14.1812296129258,15.8023301477304,20.8760823853262,0
