"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,21.320469868948,19.7613530584257,14.2412044078189,17.7436166393166,18.3439243530178,15.7742495042345,21.2418429812593,20.5316305636992,18.8703693819298,23.0650292685015,20.4131830765571
"fo2000",21.320469868948,0,21.6884198442347,21.2990464659067,21.1997687037632,21.7743499307806,21.5333489207963,20.8703473195739,21.5922940550765,21.5306090593595,21.0340481269705,21.6177122521425
"na2000",19.7613530584257,21.6884198442347,0,20.2092946854559,21.5247907576867,17.1777343817389,19.5357026571588,24.1452884739247,12.4644857289475,17.8768086258914,22.8011087277972,16.0692383032227
"fr2001",14.2412044078189,21.2990464659067,20.2092946854559,0,16.8039577182697,18.1008371169872,14.8141503367077,20.502345105807,21.116934753422,19.421070691241,23.3002514171837,21.2494237681942
"fo2001",17.7436166393166,21.1997687037632,21.5247907576867,16.8039577182697,0,20.1894217617592,18.2342239696336,20.3057838256149,22.079707768959,21.0740665168528,22.178446821562,22.1542809962127
"na2001",18.3439243530178,21.7743499307806,17.1777343817389,18.1008371169872,20.1894217617592,0,18.338748965257,23.2391893437213,16.2100922825141,18.5228792129717,23.0472607662884,18.1230968777864
"fr2002",15.7742495042345,21.5333489207963,19.5357026571588,14.8141503367077,18.2342239696336,18.338748965257,0,21.4619273093352,19.7858690541549,18.6832653348454,23.1786126531627,20.0036463081138
"fo2002",21.2418429812593,20.8703473195739,24.1452884739247,20.502345105807,20.3057838256149,23.2391893437213,21.4619273093352,0,24.5771247539711,23.5809222628831,20.5363083211204,24.3289759185
"na2002",20.5316305636992,21.5922940550765,12.4644857289475,21.116934753422,22.079707768959,16.2100922825141,19.7858690541549,24.5771247539711,0,17.3819472552409,22.6968966399414,14.3760956429352
"fr2003",18.8703693819298,21.5306090593595,17.8768086258914,19.421070691241,21.0740665168528,18.5228792129717,18.6832653348454,23.5809222628831,17.3819472552409,0,22.344012363306,17.3290684496744
"fo2003",23.0650292685015,21.0340481269705,22.8011087277972,23.3002514171837,22.178446821562,23.0472607662884,23.1786126531627,20.5363083211204,22.6968966399414,22.344012363306,0,22.3199120356575
"na2003",20.4131830765571,21.6177122521425,16.0692383032227,21.2494237681942,22.1542809962127,18.1230968777864,20.0036463081138,24.3289759185,14.3760956429352,17.3290684496744,22.3199120356575,0
