"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,9.09955717234523,10.5697904548824,6.11683531797267,7.58814924693294,8.9088478440134,6.43537484306979,8.75159297510333,12.2009866420358,8.24327274174842,9.79735177416864,9.59256532774426
"fo2000",9.09955717234523,0,11.6419084724241,8.95081703808238,9.06428892684821,10.6118681299322,8.78897625690813,8.66841271347427,12.9050120727625,9.67501503960159,9.27851177082327,10.47218396418
"na2000",10.5697904548824,11.6419084724241,0,10.6053405481928,11.3274740339691,9.98639659204482,10.2043916765947,12.3083863601564,8.07992797301035,10.5710546800893,12.4177557303243,9.53940657687686
"fr2001",6.11683531797267,8.95081703808238,10.6053405481928,0,7.12749598117907,8.64649299442994,5.97146225685681,8.36999891924962,12.3008342364533,8.26713087349316,9.72231160270874,9.7303187100209
"fo2001",7.58814924693294,9.06428892684821,11.3274740339691,7.12749598117907,0,9.68212865644359,7.38583685312378,8.37646700671939,12.8699539028876,9.15191294816879,9.47874100710127,10.3337528246453
"na2001",8.9088478440134,10.6118681299322,9.98639659204482,8.64649299442994,9.68212865644359,0,8.6301061776364,10.8214012523098,10.3500222547544,9.6369264276417,11.3002490037608,9.75695598210153
"fr2002",6.43537484306979,8.78897625690813,10.2043916765947,5.97146225685681,7.38583685312378,8.6301061776364,0,8.39677702049164,11.650042067165,7.85689754260144,9.45795026904083,9.15110553871594
"fo2002",8.75159297510333,8.66841271347427,12.3083863601564,8.36999891924962,8.37646700671939,10.8214012523098,8.39677702049164,0,13.8300837408922,9.95824558912463,8.54552677119494,11.0912942864948
"na2002",12.2009866420358,12.9050120727625,8.07992797301035,12.3008342364533,12.8699539028876,10.3500222547544,11.650042067165,13.8300837408922,0,11.790759131434,13.7941780765871,9.6004301156903
"fr2003",8.24327274174842,9.67501503960159,10.5710546800893,8.26713087349316,9.15191294816879,9.6369264276417,7.85689754260144,9.95824558912463,11.790759131434,0,10.1049061069911,9.2233560781621
"fo2003",9.79735177416864,9.27851177082327,12.4177557303243,9.72231160270874,9.47874100710127,11.3002490037608,9.45795026904083,8.54552677119494,13.7941780765871,10.1049061069911,0,11.0060488863701
"na2003",9.59256532774426,10.47218396418,9.53940657687686,9.7303187100209,10.3337528246453,9.75695598210153,9.15110553871594,11.0912942864948,9.6004301156903,9.2233560781621,11.0060488863701,0
