"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,8.66477439096347,9.47077247084239,6.51224373969634,7.47897152454357,8.6313202187554,6.95583620411869,8.16641280884417,10.0142722970098,8.551113579565,9.1617327508555,9.16300142816376
"fo2000",8.66477439096347,0,9.51964424334234,8.57417119560849,8.33000874273932,9.08004073716148,8.65956718409556,7.89862074251007,9.79730842324974,9.04776296657826,8.17488174244057,9.06945751074634
"na2000",9.47077247084239,9.51964424334234,0,9.53514699088538,9.61277342555024,8.24431739371984,9.37805769453483,10.0614821881258,6.38113200411997,9.18384952810312,9.81977048749846,8.05431164659431
"fr2001",6.51224373969634,8.57417119560849,9.53514699088538,0,7.0231179140779,8.4381645292099,6.45815707863308,7.75350833302589,10.0769597367813,8.69374853222474,9.16425392176861,9.39974110973962
"fo2001",7.47897152454357,8.33000874273932,9.61277342555024,7.0231179140779,0,8.74058738291244,7.44829440369154,7.5931174861019,10.0499970236042,8.98051606982315,8.59394207858346,9.38138025194571
"na2001",8.6313202187554,9.08004073716148,8.24431739371984,8.4381645292099,8.74058738291244,0,8.50444961321958,9.25358030060133,7.87947259551024,8.88307693083477,9.3723289718276,8.42546561687056
"fr2002",6.95583620411869,8.65956718409556,9.37805769453483,6.45815707863308,7.44829440369154,8.50444961321958,0,8.05153508835507,9.74756947201676,8.48153520630821,9.13446686644577,9.0516858803528
"fo2002",8.16641280884417,7.89862074251007,10.0614821881258,7.75350833302589,7.5931174861019,9.25358030060133,8.05153508835507,0,10.483362075274,9.38735889688341,7.76166386015044,9.69686202417229
"na2002",10.0142722970098,9.79730842324974,6.38113200411997,10.0769597367813,10.0499970236042,7.87947259551024,9.74756947201676,10.483362075274,0,9.42287117735128,10.1345556526508,7.59488453429598
"fr2003",8.551113579565,9.04776296657826,9.18384952810312,8.69374853222474,8.98051606982315,8.88307693083477,8.48153520630821,9.38735889688341,9.42287117735128,0,9.17868235324812,8.44915381640226
"fo2003",9.1617327508555,8.17488174244057,9.81977048749846,9.16425392176861,8.59394207858346,9.3723289718276,9.13446686644577,7.76166386015044,10.1345556526508,9.17868235324812,0,9.18962538641515
"na2003",9.16300142816376,9.06945751074634,8.05431164659431,9.39974110973962,9.38138025194571,8.42546561687056,9.0516858803528,9.69686202417229,7.59488453429598,8.44915381640226,9.18962538641515,0
