"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,20.136119257087,20.2318640955005,20.0397727272727,20.0827922077922,19.4632867132867,20.067803030303,19.8158761528327,20.1230674087817,20.0490909090909,19.8914438502674,20.6345398428732
"fo2000",20.136119257087,0,20.1896383186706,20.1206797235023,20.0864055299539,19.5012406947891,20.1209677419355,19.8453716690042,20.2455562870309,20.1283870967742,20.1242884250474,20.6600955794504
"na2000",20.2318640955005,20.1896383186706,0,20.1853354978355,20.1650432900433,19.6206293706294,20.230303030303,19.9400527009223,20.3351886209029,20.1955555555556,20.2131907308378,20.6708754208754
"fr2001",20.0397727272727,20.1206797235023,20.1853354978355,0,20.0408163265306,19.4227335164835,20.0616071428571,19.7736801242236,20.1293731778426,20.0619047619048,20.0201680672269,20.547619047619
"fo2001",20.0827922077922,20.0864055299539,20.1650432900433,20.0408163265306,0,19.457760989011,20.0620535714286,19.7449534161491,20.1319241982507,20.0445238095238,20.0144957983193,20.5702711640212
"na2001",19.4632867132867,19.5012406947891,19.6206293706294,19.4227335164835,19.457760989011,0,19.4163461538462,19.056856187291,19.559262166405,19.4853846153846,19.4294117647059,20.190349002849
"fr2002",20.067803030303,20.1209677419355,20.230303030303,20.0616071428571,20.0620535714286,19.4163461538462,0,19.7538043478261,20.1275510204082,20.042,20.0311764705882,20.6736111111111
"fo2002",19.8158761528327,19.8453716690042,19.9400527009223,19.7736801242236,19.7449534161491,19.056856187291,19.7538043478261,0,19.840727595386,19.7713043478261,19.7329923273657,20.3808373590982
"na2002",20.1230674087817,20.2455562870309,20.3351886209029,20.1293731778426,20.1319241982507,19.559262166405,20.1275510204082,19.840727595386,0,20.1537414965986,20.0708283313325,20.6715797430083
"fr2003",20.0490909090909,20.1283870967742,20.1955555555556,20.0619047619048,20.0445238095238,19.4853846153846,20.042,19.7713043478261,20.1537414965986,0,19.9167058823529,20.5650617283951
"fo2003",19.8914438502674,20.1242884250474,20.2131907308378,20.0201680672269,20.0144957983193,19.4294117647059,20.0311764705882,19.7329923273657,20.0708283313325,19.9167058823529,0,20.5600217864924
"na2003",20.6345398428732,20.6600955794504,20.6708754208754,20.547619047619,20.5702711640212,20.190349002849,20.6736111111111,20.3808373590982,20.6715797430083,20.5650617283951,20.5600217864924,0
