"","htd.namesffn","nri.htd.fr","nri.htd.fo","nri.htd.na"
"1","2000-01","0.00519604234774513","0.545198510180071","0.250274577929519"
"2","2001-02","0.762282125586337","0.105122431747819","0.55173800065489"
"3","2002-03","0.00905639424523736","0.00514218361973019","5.02370285220795e-07"
