"","obs.corr","obs.corr.p","obs.rank","runs","obs.rand.p","random.corrs"
"72",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0544199431052079
"73",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0477921659478761
"74",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0557362646817451
"75",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0550178311086223
"76",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.056176308153645
"77",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0577697504305817
"78",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0490095832640997
"79",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0473279247317524
"80",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0510767370439654
"81",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0472645434936546
"82",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0415042001180407
"83",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0530316684922863
"84",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0630251109835557
"85",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.067959833589543
"86",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0554963088590165
"87",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0524827127095869
"88",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0539011408883682
"89",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0491353947239074
"90",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0379450501231266
"91",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0609892820953975
"92",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0507866303396718
"93",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0449470699531574
"94",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0580230570326569
"95",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.050556032297332
"96",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0597156412145414
"97",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.054280198489658
"98",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0535199255428991
"99",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0514138716033079
"100",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0529736692952059
"101",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0469021323305518
"102",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0415665355626836
"103",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0467882210213293
"104",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.061771552132407
"105",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0424980678308162
"106",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0546393843523647
"107",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0564206213689915
"108",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0594815373922122
"109",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0428507113808478
"110",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0562184918689506
"111",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.045062754123405
"112",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0486690161843077
"113",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0493186613687281
"114",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0455364160460748
"115",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0491227527649184
"116",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.048538156820392
"117",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0449225637335793
"118",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0425723731311469
"119",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0610135275049474
"120",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0534857411024853
"121",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0519002180367297
"122",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0543110639944097
"123",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0531562550133394
"124",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0414158523917627
"125",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0517255193282576
"126",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0590598329698754
"127",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.056268863057411
"128",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0487043777255539
"129",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0478189398748102
"130",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0517532491854041
"131",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.049101949211902
"132",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0540957158300302
"133",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0511702960584565
"134",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0643721072274451
"135",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0404710313531692
"136",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0509903328926686
"137",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.058297542470031
"138",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.056497428717175
"139",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0499794559372911
"140",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0490713139385948
"141",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0485724807532286
"142",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0462944164060685
"143",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0584282634716485
"144",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0534925203687598
"145",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0586726364587119
"146",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0494815410929218
"147",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.047144946495174
"148",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0602785597651192
"149",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0502295134959107
"150",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0621650043600603
"151",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0495054876549093
"152",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.060793597542548
"153",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0441299578033998
"154",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0623983915051781
"155",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0527210463360533
"156",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0394120214420453
"157",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0434506235000961
"158",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0541001076837452
"159",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0453188150937652
"160",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0458927038337736
"161",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0559505030276562
"162",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0460176100097082
"163",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0543827203882941
"164",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0595150951492917
"165",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0503192258360686
"166",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0461126385078779
"167",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0494284866562813
"168",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0493870753713731
"169",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0462812297787683
"170",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.039485874305917
"171",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0567936256171301
"172",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.062537917497819
"173",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0530113971032065
"174",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0507170330410383
"175",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0434300117108674
"176",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0475887211919122
"177",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0547855741339008
"178",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0421655024447553
"179",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0467548656657054
"180",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0491875839359684
"181",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0568445951257607
"182",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.041509733959024
"183",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0575867991775089
"184",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0485248814463805
"185",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0433241791074288
"186",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0429957038387393
"187",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.049787463229999
"188",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0326749207957672
"189",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0459824578850573
"190",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0290817577237462
"191",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0523017172300829
"192",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0452489584403639
"193",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0498324320119276
"194",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.065043951176036
"195",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0432379141158941
"196",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0458599666601053
"197",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0463922595727113
"198",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0560251261888939
"199",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0423582718387236
"200",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.060780778771298
"201",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0559595241926813
"202",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0526034330622941
"203",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0573317743696389
"204",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0484191793476315
"205",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0565874183491532
"206",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0515509522211967
"207",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0469156881202461
"208",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0609894287109794
"209",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0530650348231813
"210",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0463126849174398
"211",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0517611841685879
"212",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0476783948331885
"213",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0408506592233359
"214",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0498576952565724
"215",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0470817036623025
"216",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0606388525740817
"217",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0487425754698751
"218",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0578372279167541
"219",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.04018462735205
"220",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0574997746814513
"221",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0500554731157562
"222",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0596340552984884
"223",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0535178377932848
"224",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0443147568136023
"225",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0436754413707528
"226",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0460934840469474
"227",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0501919371597826
"228",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0472051514192521
"229",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0561063998961223
"230",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.053283220751026
"231",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0464697596065038
"232",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0474177909567945
"233",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0400584834369802
"234",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0533874747120434
"235",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0473222150012898
"236",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0667779351595733
"237",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0591546273701509
"238",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.05207475726046
"239",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0554094832831608
"240",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.056523395470885
"241",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0444517278575908
"242",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0608009432450673
"243",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0517964338542362
"244",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0499597628072794
"245",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0513082790747624
"246",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0496105520763769
"247",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.052445208237102
"248",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0573057123131416
"249",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0560149222978849
"250",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0570165228789382
"251",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0503526957757201
"252",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0649181334424961
"253",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0637446695065594
"254",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0572893322046009
"255",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0561667749144419
"256",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0493299536429134
"257",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0522916052859008
"258",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0542281622571978
"259",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0502049556400458
"260",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0500249601105359
"261",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0557216784152667
"262",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.060056796456508
"263",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0616808454705203
"264",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0547661311487512
"265",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.055271792859967
"266",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0586068985462757
"267",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0615888235963377
"268",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0566376844218646
"269",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0618945424722416
"270",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.044260187261088
"271",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0425858037812479
"272",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0549428925649816
"273",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.049631025893067
"274",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0514248702444853
"275",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0417754634127932
"276",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0499177766802634
"277",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0543188293170957
"278",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0504607284245199
"279",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0440261189053046
"280",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0482343787207708
"281",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0597041695915472
"282",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0586904676721649
"283",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0650721464834327
"284",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0500624029082242
"285",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0495700878397275
"286",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0479625916678075
"287",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0375489724413748
"288",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.05158960156168
"289",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0495703443654039
"290",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0478899346125667
"291",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0456818733538651
"292",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0546448257695032
"293",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.053357774252525
"294",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.041030294066775
"295",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0501146239501186
"296",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0424689745322720
"297",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0498359583075849
"298",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.056004215956073
"299",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0473136339907967
"300",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0421433551054759
"301",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0493037122069973
"302",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0474009316613943
"303",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0635722365079411
"304",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0586624352793493
"305",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0463692030322456
"306",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0445342725556985
"307",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0473970467022583
"308",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0497824833026055
"309",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0472391514719173
"310",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0497283014971996
"311",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0543273467701573
"312",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0534340872583134
"313",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0444659612417689
"314",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0454701092590254
"315",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0614509218161302
"316",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0447856615487991
"317",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0540858279488759
"318",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0514811050819271
"319",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0592610559826365
"320",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0493973897518247
"321",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0472504422998928
"322",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0508195892827551
"323",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0492915320507869
"324",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0555807537649027
"325",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0563573666447366
"326",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0543682809506096
"327",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0459027392455015
"328",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0503778486694199
"329",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0385192474337206
"330",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0432164007493404
"331",-0.0486070522140303,8.72542041708024e-12,692,999,0.692,-0.0488225561776488
