"","ph.names","pd.ph.mw"
"1","frfo00","0.075111705518932"
"2","nafo00","0.0817746192662757"
"3","frfo01","0.344341192338384"
"4","nafo01","0.00994677387240772"
"5","frfo02","0.0209886837297748"
"6","nafo02","0.0474115598286015"
"7","frfo03","0.0031742232317777"
"8","nafo03","0.145926176031668"
