"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,17.6073777523592,15.5723996145198,11.5441329856584,14.7518544746393,14.7815611596041,12.2312943693475,17.9391480757475,16.1185782117111,14.7719330510423,19.2763818341283,16.0245185495391
"fo2000",17.6073777523592,0,18.2582644790941,17.562594512003,17.721313114677,18.2287443106707,17.5718703443479,17.6195510107882,18.3387865572825,17.9667181777685,17.8902585276217,18.1694796758877
"na2000",15.5723996145198,18.2582644790941,0,15.73500179673,17.393723069583,13.9217532348882,15.4756594729577,20.1208188647095,10.4378110538535,15.1243074317362,19.5459996729494,13.7090461103204
"fr2001",11.5441329856584,17.562594512003,15.73500179673,0,14.0926258671244,14.5149838868438,11.4719594377424,17.4033798580244,16.2870439879063,15.0792705393893,19.4252378678853,16.4948250510977
"fo2001",14.7518544746393,17.721313114677,17.393723069583,14.0926258671244,0,16.6056446767301,14.7157179663621,17.3394496528411,17.7527869361191,16.9925768822906,18.6945937226736,17.8240430178987
"na2001",14.7815611596041,18.2287443106707,13.9217532348882,14.5149838868438,16.6056446767301,0,14.6411408376052,19.5830863017248,13.1283607410044,15.2060630142464,19.5317959200443,14.8529821188384
"fr2002",12.2312943693475,17.5718703443479,15.4756594729577,11.4719594377424,14.7157179663621,14.6411408376052,0,17.7099137632661,15.7260633775649,14.6070520288559,19.2059597365058,15.8492671346744
"fo2002",17.9391480757475,17.6195510107882,20.1208188647095,17.4033798580244,17.3394496528411,19.5830863017248,17.7099137632661,0,20.4488580940481,19.5515589362133,17.430687229364,20.18863787344
"na2002",16.1185782117111,18.3387865572825,10.4378110538535,16.2870439879063,17.7527869361191,13.1283607410044,15.7260633775649,20.4488580940481,0,15.1300624848377,19.6923483199073,12.6516992398896
"fr2003",14.7719330510423,17.9667181777685,15.1243074317362,15.0792705393893,16.9925768822906,15.2060630142464,14.6070520288559,19.5515589362133,15.1300624848377,0,18.9365859348384,14.7080399854896
"fo2003",19.2763818341283,17.8902585276217,19.5459996729494,19.4252378678853,18.6945937226736,19.5317959200443,19.2059597365058,17.430687229364,19.6923483199073,18.9365859348384,0,19.1000919380103
"na2003",16.0245185495391,18.1694796758877,13.7090461103204,16.4948250510977,17.8240430178987,14.8529821188384,15.8492671346744,20.18863787344,12.6516992398896,14.7080399854896,19.1000919380103,0
