"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,10.0864037346475,9.86330236710854,7.18640545946357,8.51447506354358,9.19682101515125,7.86664252130822,9.60552752758099,10.1460324646298,10.2692860791444,11.0121525316815,10.2588654004897
"fo2000",10.0864037346475,0,10.2326340843394,9.8976253575428,9.71546657828778,10.2817433461861,9.96888461226313,9.20443674002498,10.0562824254367,11.0351798069079,9.89924551191575,10.352918771324
"na2000",9.86330236710854,10.2326340843394,0,9.75813898263795,10.0473345610427,8.79522970654848,9.65176266169193,10.5914012811818,6.5384495446599,10.3036068620016,10.8904260611723,8.65264417192768
"fr2001",7.18640545946357,9.8976253575428,9.75813898263795,0,7.88812076018925,8.79368524595344,7.23840540060919,9.08135370837872,10.0409935147352,10.3179666265314,10.9365537065095,10.4200750715043
"fo2001",8.51447506354358,9.71546657828778,10.0473345610427,7.88812076018925,0,9.46539168215746,8.5075319005415,8.90767499271492,10.1266952438687,10.8220266587815,10.3495984225207,10.5459970512778
"na2001",9.19682101515125,10.2817433461861,8.79522970654848,8.79368524595344,9.46539168215746,0,9.04814381469761,10.2909305655611,8.21479638411932,10.3785032895548,10.990022449532,9.46664360337174
"fr2002",7.86664252130822,9.96888461226313,9.65176266169193,7.23840540060919,8.5075319005415,9.04814381469761,0,9.41412741917833,9.71581891096936,9.97629458416906,10.8185383033257,9.99041805406831
"fo2002",9.60552752758099,9.20443674002498,10.5914012811818,9.08135370837872,8.90767499271492,10.2909305655611,9.41412741917833,0,10.5380700342846,11.3629901661624,9.31958602216584,10.9208465654698
"na2002",10.1460324646298,10.0562824254367,6.5384495446599,10.0409935147352,10.1266952438687,8.21479638411932,9.71581891096936,10.5380700342846,0,10.1640521426635,10.7184055045669,7.82664194725964
"fr2003",10.2692860791444,11.0351798069079,10.3036068620016,10.3179666265314,10.8220266587815,10.3785032895548,9.97629458416906,11.3629901661624,10.1640521426635,0,11.4701239447661,10.0314538001393
"fo2003",11.0121525316815,9.89924551191575,10.8904260611723,10.9365537065095,10.3495984225207,10.990022449532,10.8185383033257,9.31958602216584,10.7184055045669,11.4701239447661,0,10.8001364094973
"na2003",10.2588654004897,10.352918771324,8.65264417192768,10.4200750715043,10.5459970512778,9.46664360337174,9.99041805406831,10.9208465654698,7.82664194725964,10.0314538001393,10.8001364094973,0
