"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,10.7241022192161,10.7034276607882,10.5729175600486,10.7614671899,10.5151021144328,10.6005141332832,10.7648037187992,10.7952877874668,10.8571984999127,10.816003878655,11.1125184464929
"fo2000",10.7241022192161,0,10.7742125694378,10.702108963163,10.8462208883167,10.5924811613451,10.708148147208,10.8596833850906,10.9348439522845,10.9939471851425,11.0165131170255,11.2293156826273
"na2000",10.7034276607882,10.7742125694378,0,10.677978797299,10.8458234683315,10.6044500442624,10.7061274359085,10.8655435815643,10.9229554498182,10.9769108533743,11.0028388801196,11.1850459104827
"fr2001",10.5729175600486,10.702108963163,10.677978797299,0,10.7395341186039,10.4711074200337,10.5929032703092,10.7399673544258,10.792291192839,10.8750737630041,10.8782734011627,11.067464741279
"fo2001",10.7614671899,10.8462208883167,10.8458234683315,10.7395341186039,0,10.6590475882536,10.7487567817511,10.8979042156657,10.9588005429565,11.0270758029004,11.0370132804749,11.2675776999163
"na2001",10.5151021144328,10.5924811613451,10.6044500442624,10.4711074200337,10.6590475882536,0,10.4809036513496,10.5906297237175,10.7256275298482,10.7876042643871,10.8036787565741,11.0878337713615
"fr2002",10.6005141332832,10.708148147208,10.7061274359085,10.5929032703092,10.7487567817511,10.4809036513496,0,10.725641728303,10.7851822473194,10.8583335148371,10.8945235532425,11.146852733848
"fo2002",10.7648037187992,10.8596833850906,10.8655435815643,10.7399673544258,10.8979042156657,10.5906297237175,10.725641728303,0,10.9530359964851,11.0247984669357,11.0349991247166,11.2911279418302
"na2002",10.7952877874668,10.9348439522845,10.9229554498182,10.792291192839,10.9588005429565,10.7256275298482,10.7851822473194,10.9530359964851,0,11.090991030079,11.0869625727476,11.3115625612185
"fr2003",10.8571984999127,10.9939471851425,10.9769108533743,10.8750737630041,11.0270758029004,10.7876042643871,10.8583335148371,11.0247984669357,11.090991030079,0,11.0941796130948,11.3814371901271
"fo2003",10.816003878655,11.0165131170255,11.0028388801196,10.8782734011627,11.0370132804749,10.8036787565741,10.8945235532425,11.0349991247166,11.0869625727476,11.0941796130948,0,11.3854712249267
"na2003",11.1125184464929,11.2293156826273,11.1850459104827,11.067464741279,11.2675776999163,11.0878337713615,11.146852733848,11.2911279418302,11.3115625612185,11.3814371901271,11.3854712249267,0
