"","PD","SR"
"fr_00",102,50
"fo_00",106,52
"bc_00",98,45
"na_00",95,44
"fr_01",96,46
"fo_01",98,48
"bc_01",92,40
"na_01",87,37
"fr_02",84,38
"fo_02",94,42
"bc_02",87,37
"na_02",90,38
"fr_03",97,47
"fo_03",98,47
"bc_03",106,51
"na_03",108,53
