"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"fr",71,23.1948423169224,26.3786781333575,5.17283111349077,275,-0.615491932093366,0.275,999
"fo",74,40.5111350825499,29.2770232502373,6.42284917284437,929,1.7490854183234,0.929,999
"na",71,23.1948423169224,26.5306584515209,5.10781562118448,254,-0.65308076524206,0.254,999
"bc",71,23.1948423169224,26.6331728952637,5.36615293238362,255,-0.640744052893397,0.255,999
