	Ara_Arane_Metapeir_1	Ara_Salti_1_10	Ara_Theri_1_2	Ara_Thomi_1_2	Col_Cocci_1_2	Col_Curcu_1_1	Col_Silph_1_1	Dip_Bibio_1_1	Hem_Cicad_1_11	Hem_Lygae_1_2	Hem_Penta_Euschist_1	Hem_Penta_Thyanta_1	Hem_Tingi_1_1	Hym_Halic_1_1	Hym_Ptero_1_1	Ara_Salti_1_7	Col_Cicin_1_1	Col_Cocci_Hippodam_converge	Hem_Membr_1_1	Hem_Mirid_1_1	Hym_Andre_1_1	Hym_Braco_1_3	Hym_Braco_1_4	Hym_Eupel_1_2	Lep_Geome_1_1	Neu_Raphi_1_1	Ort_Gryll_Oecanthu_1	Ara_Salti_Metacyrb_1	Hym_Eulop_1_1	Hym_Mymar_1_1	Hym_Tenth_Nematus_1	Ara_Salti_Bredana_1	Col_Lampy_1_1	Col_Melyr_1_1	Ara_Salti_1_8	Col_Anthi_1_1	Col_Melyr_1_2	Lep_Noctu_1_1	Ara_Salti_1_9	Ara_Thomi_Misumeno_1	Col_Curcu_Microtyp_2	Hem_Aphid_Pemphigu_populica	Hym_Formi_Formica_propinqu	Dip_Chlor_1_1	Lep_Tortr_1_5	Lep_Tortr_1_6	Odo_Coena_1_1	Ara_Clubi_Chiracan_1	Ara_Salti_Metaphid_1	Col_Cocci_Cryptola_1	Col_Cocci_1_1	Ara_Philo_Philodro_1	Col_Cocci_Coccinel_septum	Der_Forfi_1_1	Hem_Cicad_1_12	Hem_Cixii_1_1	Hym_Formi_Formica_1	Dip_Empid_1_1	Hem_Cicad_Gypona_1	Hem_Reduv_Phymata_1	Ort_Tetti_1_1	Col_Bupre_1_1	Dip_Ottit_1_1	Hym_Braco_1_2	Ara_Salti_Metaphid_2	Col_Cocci_Scymnus_1	Hem_Penta_Brochyme_1	Dip_Agrom_1_1	Hem_Cicad_1_6	Lep_Tortr_1_4	Hem_Mirid_Ceratoca_1	Ara_Thomi_1_1	Dip_Syrph_1_4	Hem_Aphid_Pemphigu_populigl	Ara_Thomi_Misumeno_2	Ara_Salti_Talavera_1	Col_Cocci_Adalia_bipuncta	Dip_Agrom_Hexomyza_schineri	Hem_Aphid_Pemphigu_populitr	Thy_Thrip_1_1	Hem_Cicad_1_5	Thy_Aeolo_1_1	Hem_Aphid_Thecabiu_populico	Hem_Cicad_1_14	Thy_1_1_2	Col_Cocci_Harmonia_axyridis	Col_Melyr_1_4	Hem_Penta_Podisus_1	Hym_Encyr_1_1	Lep_Gelec_Anacamps_niveopul	Lep_Tortr_Gypsonom_haimbach	Hem_Antho_Anthocor_antevole	Hem_Cicad_1_8	Hem_Mirid_1_6	Dip_Phori_1_1	Hem_Mirid_1_2	Lep_1_1_1	Hym_Formi_Tetramor_caespitu	Hem_Mirid_1_5	Hem_Cerco_1_1	Aca_Eryth_1_1	Dip_Musci_1_1	Hym_Tenth_Phylloco_1	Dip_Chiro_1_1	Hem_Cicad_1_3	Hem_Diasp_Lepidosa_ulmi	Hem_Cicad_1_4	Dip_Cerat_1_1	Hem_Aphid_Thecabiu_populimo	Lep_Graci_Phyllocn_1	Hem_Cicad_1_7	Hem_Aphid_Chaitoph_popullel	Hem_Cicad_1_2	Neu_Chrys_Argia_5	Hem_Rhopa_Leptocor_trivitta	Aca_Eriop_Aceria_parapopu	Lep_Lyone_Paraleuc_albella	Hem_Aphid_Pemphigu_betae
fo4_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	18	1	2	0	0	0	0	0	0	8	0	3	7	853	77	1
fo5_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	3	3	0	1	1	0	1	4	8	1	1	0	1	7	0	3	0	3	2	0	18	0	133	0
fo6_02	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	3	0	0	5	0	0	3	2	0	0	5	4	1	0	1	2	72	0
fo7_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	1	9	5	0	0	1	1	0	0	5	2	4	1	17	0	89	0
fo8_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	2	2	0	0	7	2	27	0
fo9_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	1	6	1	1	2	8	54	0
fo10_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	2	1	11	1	0	1	1	0	0	2	7	0	5	14	0	42	0
bc1_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	1	6	0	0	0	1	0	0	0	0	2	34	2	17	0	18	650
bc2_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	5	0	1	0	0	2	0	0	1	7	6	36	8	0	1	396
bc3_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	1	4	25	0	1	74
bc4_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	20	0	39	59
bc5_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	1	0	0	1	0	0	8	1	1	0	0	0	5	0	0	1	2	4	0	28	0	6	205
bc6_02	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	8	0	0	2	0	5	1	2	0	0	0	0	1	2	11	7	2	14	0	12	169
bc7_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	5	1	1	0	0	0	0	0	9	1	0	0	45	0	3	2
bc8_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	2	0	0	2	0	0	2	25	0	17	244
bc9_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	5	0	0	0	3	1	16	1	3	0	9	122
bc10_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1	0	0	0	0	2	0	3	8	0	0	0
na1_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	1	0	0	0	1	1	9	4	8	0	11	149
na2_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	1	0	0	0	0	1	0	2	6	3	9	0	6	193
na3_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	21	0	1	2	0	2	42	0	5	84
na4_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	0	0	2	3	0	0	0
na5_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	6	1	0	0	0	2	0	0	0	2	5	67	8	0	4	751
na6_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	1	0	2	0	2	6	4	2	29	0	20	81
na7_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	3	45	2	0	16	314
na8_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	2	1	11	0	0	0	0	0	0	0	1	2	5	3	68	0	28	0
na9_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	6	74
na10_02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	12	0	1	3	0	10	59
fr1_03	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	12	0	0	2	0	2	0	0	1	0	2	3	0	0	1	0	8	9	2	4	1	2	0	0	0
fr2_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	12	0	0	0	0	2	33	0	0	1	1	5	0	0	1	0	0	2	0	0	3	0	13	27	1	14	0	6	0	0	0
fr3_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	2	0	0	0	5	0	0	0	0	0	6	4	1	6	0	0	0	3	0
fr4_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	1	0	0	3	2	0	10	1	0	2	1	1	13	0	0	2	3	0
fr5_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	8	0	0	1	0	6	1	0	2	0	7	1	0	0	7	0	29	17	16	0	0	4	0	2	0
fr6_03	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	8	7	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	13	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2	41	1	1	0	6	1	2	0	0	5	0	0	0
fr7_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	23	6	3	1	0	1	16	1	0	2	0	9	30	0	13	0	1	0	28	0
fr8_03	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	1	0	0	0	1	0	0	2	0	1	1	4	1	0	5	1	0	0	7	0	9	6	0	5	1	1	0	5	0
fr9_03	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	3	0	1	0	1	4	0	0	3	0	10	1	0	4	27	8	7	1	17	0	4	0
fr10_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	1	0	0	0	0	1	8	0	16	0	5	0	18	0
fo1_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0	0	0	0	0	0	0	1	0	8	0	1	0	0	7	0	1	0	0	1	1	0	0	2	2	1	0	1	2	2	1	4	3	0	4	6	0	5	9	9	5	0	2	7	5	0
fo2_03	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	1	0	0	0	3	9	0	0	1	0	1	1	0	4	0	0	6	0	13	5	0	1	11	1	21	0	8	21	0	0
fo3_03	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	2	0	2	2	2	0	1	1	12	0	8	3	0	7	19	1	13	1	4	18	1	0
fo4_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	9	0	10	5	14	1	1	4	546	20	0
fo5_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	11	0	1	0	0	0	0	0	0	2	8	1	1	2	0	3	5	4	7	0	1	5	0	16	3	1	4	1	10	0	8	0
fo6_03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	1	0	3	3	6	0	2	4	1	4	0	0	1	5	7	5	1	2	5	8	0
fo7_03	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	0	1	1	2	1	3	0	0	4	1	2	1	1	0	0	2	3	0	5	5	0	1	12	5	7	1	10	0	1	0
fo8_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	0	1	1	3	0	2	8	0	2	0	0	0	1	0	3	5	1	2	0	2	2	4	0
fo9_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	1	1	0	0	0	2	0	2	0	0	2	0	2	0	3	0	3	0	0	0	1	0	0	0	1	2	0	2	1	0	11	2	0	1	3	22	5	1	25	2	4	0
fo10_03	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	6	0	0	3	6	0	0	0	0	0	3	0	0	1	8	13	2	0	7	0	8	0
bc1_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	4	1	1	0	0	2	1	0	0	1	2	0	0	1	11	1	4	2	9	0	7	3	0	3	5	2	19	2	3	0	2	60
bc2_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	2	2	1	0	1	3	0	0	1	0	0	1	1	4	0	12	3	0	1	7	21	30	1	11	0	0	58
bc3_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	231	3	0	0	0	3	8	12	3	7	0	0	36
