"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,18.4668518174926,18.6530989603151,18.4527957977505,18.5528866177614,17.8626519259981,18.4541094551283,18.2101149523674,18.5341932547553,18.5202641851625,18.313399154708,19.1468985334034
"fo2000",18.4668518174926,0,18.7168380961851,18.6298221274544,18.6757234519782,18.0379656407709,18.6298437070041,18.376075988139,18.768901501452,18.7047700914635,18.6344057259491,19.2452429469337
"na2000",18.6530989603151,18.7168380961851,0,18.7914263189482,18.8339343055784,18.2399888035216,18.8193937163005,18.5482134674503,18.9355605633512,18.8584476030308,18.8101598045944,19.3526113428337
"fr2001",18.4527957977505,18.6298221274544,18.7914263189482,0,18.6960293641951,18.0228813860873,18.639440901013,18.3651067267333,18.7246981591021,18.7137150758652,18.6099363786221,19.2364103523685
"fo2001",18.5528866177614,18.6757234519782,18.8339343055784,18.6960293641951,0,18.1299914362511,18.7183591562189,18.4248545396008,18.808404955207,18.765766177139,18.6707868490294,19.3123778934787
"na2001",17.8626519259981,18.0379656407709,18.2399888035216,18.0228813860873,18.1299914362511,0,18.0212652136209,17.6695897802006,18.1705674769966,18.1385749714132,18.0036872981614,18.8746075331388
"fr2002",18.4541094551283,18.6298437070041,18.8193937163005,18.639440901013,18.7183591562189,18.0212652136209,0,18.358858007936,18.7242166196726,18.6834463290605,18.6128963923016,19.3332282440278
"fo2002",18.2101149523674,18.376075988139,18.5482134674503,18.3651067267333,18.4248545396008,17.6695897802006,18.358858007936,0,18.460456627721,18.4260539696422,18.314380590204,19.0562433410361
"na2002",18.5341932547553,18.768901501452,18.9355605633512,18.7246981591021,18.808404955207,18.1705674769966,18.7242166196726,18.460456627721,0,18.8134091507672,18.6735062187947,19.3529129554239
"fr2003",18.5202641851625,18.7047700914635,18.8584476030308,18.7137150758652,18.765766177139,18.1385749714132,18.6834463290605,18.4260539696422,18.8134091507672,0,18.570179877879,19.3042829650381
"fo2003",18.313399154708,18.6344057259491,18.8101598045944,18.6099363786221,18.6707868490294,18.0036872981614,18.6128963923016,18.314380590204,18.6735062187947,18.570179877879,0,19.2436935516501
"na2003",19.1468985334034,19.2452429469337,19.3526113428337,19.2364103523685,19.3123778934787,18.8746075331388,19.3332282440278,19.0562433410361,19.3529129554239,19.3042829650381,19.2436935516501,0
