"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,10.9503009854215,10.8705994567776,10.8873639981786,10.9564854799609,10.8235870517757,10.6918005572385,10.9459136684764,10.6082037062136,10.9765676384943,10.9185545362085,10.8606999214868
"fo2000",10.9503009854215,0,11.1709378920914,11.2909761491894,11.3030456162929,11.1462836978698,11.0727923938535,11.3118975047128,11.0660118943822,11.3788239410095,11.4104148636681,11.291695286973
"na2000",10.8705994567776,11.1709378920914,0,11.213547136907,11.2478639709113,11.0832317674008,11.0144990575916,11.2556497429102,11.003773722709,11.3069205740528,11.3374468284016,11.213159479172
"fr2001",10.8873639981786,11.2909761491894,11.213547136907,0,11.2969676138536,11.1319658341811,11.0473474264419,11.2928047057817,10.9882996002986,11.3582798096787,11.3424851792494,11.2242447674272
"fo2001",10.9564854799609,11.3030456162929,11.2478639709113,11.2969676138536,0,11.182508876214,11.0786775813105,11.3207977488552,11.0422701852601,11.3922992474181,11.392742247665,11.3010901852999
"na2001",10.8235870517757,11.1462836978698,11.0832317674008,11.1319658341811,11.182508876214,0,10.9241340084778,11.1412022291916,10.9192533480557,11.2444571109535,11.2660672896049,11.1719884027138
"fr2002",10.6918005572385,11.0727923938535,11.0144990575916,11.0473474264419,11.0786775813105,10.9241340084778,0,11.0562606659439,10.762894655173,11.121942806321,11.1329643892857,11.0535965286045
"fo2002",10.9459136684764,11.3118975047128,11.2556497429102,11.2928047057817,11.3207977488552,11.1412022291916,11.0562606659439,0,11.0247720339591,11.3772420308495,11.3763959444132,11.2961940015371
"na2002",10.6082037062136,11.0660118943822,11.003773722709,10.9882996002986,11.0422701852601,10.9192533480557,10.762894655173,11.0247720339591,0,11.0931102841797,11.0476340608363,10.9688551645984
"fr2003",10.9765676384943,11.3788239410095,11.3069205740528,11.3582798096787,11.3922992474181,11.2444571109535,11.121942806321,11.3772420308495,11.0931102841797,0,11.370215734584,11.3219379232476
"fo2003",10.9185545362085,11.4104148636681,11.3374468284016,11.3424851792494,11.392742247665,11.2660672896049,11.1329643892857,11.3763959444132,11.0476340608363,11.370215734584,0,11.2853499547922
"na2003",10.8606999214868,11.291695286973,11.213159479172,11.2242447674272,11.3010901852999,11.1719884027138,11.0535965286045,11.2961940015371,10.9688551645984,11.3219379232476,11.2853499547922,0
