"","fr2000","fo2000","na2000","fr2001","fo2001","na2001","fr2002","fo2002","na2002","fr2003","fo2003","na2003"
"fr2000",0,17.76740061451,14.6284622841626,11.4562089294352,14.8692180566347,14.0557907794891,11.9541578154611,18.4211685306181,14.4004210223734,14.1040437850093,19.518300086791,15.2271412424482
"fo2000",17.76740061451,0,17.4203012590447,17.6805661480741,17.8275455683612,17.5990608637231,17.5223935474411,17.83393961253,16.7614921022757,17.4090849937833,17.8328433620299,17.4775775458902
"na2000",14.6284622841626,17.4203012590447,0,14.6531603016574,16.4068747287705,12.7369704945667,14.4485704772289,19.3406221573382,9.40354234439035,13.9117468518608,18.6873126002415,12.8172506962686
"fr2001",11.4562089294352,17.6805661480741,14.6531603016574,0,14.1187935966748,13.6665531582598,11.01069782482,17.8080926430854,14.3809988900729,14.3224818040621,19.6473396907274,15.5992335018801
"fo2001",14.8692180566347,17.8275455683612,16.4068747287705,14.1187935966748,0,15.8824298584828,14.4876376775305,17.7324638492678,15.9423106491675,16.3167364558674,18.828146599213,16.9937394925747
"na2001",14.0557907794891,17.5990608637231,12.7369704945667,13.6665531582598,15.8824298584828,0,13.7424069912781,19.1052801012173,11.4337341362048,14.0518215921284,18.9245570089496,13.7614666782249
"fr2002",11.9541578154611,17.5223935474411,14.4485704772289,11.01069782482,14.4876376775305,13.7424069912781,0,17.8217647353407,13.9532750333785,13.9616790798299,19.2579505063562,15.0673955701271
"fo2002",18.4211685306181,17.83393961253,19.3406221573382,17.8080926430854,17.7324638492678,19.1052801012173,17.8217647353407,0,18.7964454495164,19.1303523342122,17.6088818121095,19.5534981560051
"na2002",14.4004210223734,16.7614921022757,9.40354234439035,14.3809988900729,15.9423106491675,11.4337341362048,13.9532750333785,18.7964454495164,0,13.3219279070993,18.0648976079298,11.4161139288156
"fr2003",14.1040437850093,17.4090849937833,13.9117468518608,14.3224818040621,16.3167364558674,14.0518215921284,13.9616790798299,19.1303523342122,13.3219279070993,0,18.4217675021288,13.7227856752272
"fo2003",19.518300086791,17.8328433620299,18.6873126002415,19.6473396907274,18.828146599213,18.9245570089496,19.2579505063562,17.6088818121095,18.0648976079298,18.4217675021288,0,18.389018871557
"na2003",15.2271412424482,17.4775775458902,12.8172506962686,15.5992335018801,16.9937394925747,13.7614666782249,15.0673955701271,19.5534981560051,11.4161139288156,13.7227856752272,18.389018871557,0
