"","PD","SR"
"fr2000",245.08427894418,66
"fo2000",214.28152379431,62
"na2000",232.8149608459,66
"fr2001",220.52139590502,56
"fo2001",197.12509452737,56
"na2001",196.35510283601,52
"fr2002",186.14938367788,40
"fo2002",172.29589788044,46
"na2002",205.72384794325,49
"fr2003",256.46310358156,75
"fo2003",276.77442625709,85
"na2003",302.50297440768,108
