"","PD","SR"
"fr2000",140.7117489173,66
"fo2000",130.83212541354,62
"na2000",133.21090600404,66
"fr2001",117.90421260417,56
"fo2001",120.00829227724,56
"na2001",115.35558028829,52
"fr2002",99.439935136,40
"fo2002",112.3260816743,46
"na2002",112.69774833572,49
"fr2003",156.02555417854,75
"fo2003",163.49849387798,85
"na2003",187.47355775012,108
