"","PD","SR"
"fr1_00",75.2324217427,13
"fr2_00",89.0484320783,16
"fr3_00",65.996063063557,19
"fr4_00",95.52935435294,20
"fr5_00",95.2617667456,12
"fr6_00",81.602416641817,17
"fr7_00",60.845798895217,9
"fr8_00",102.506735791717,16
"fr9_00",116.722202047117,26
"fr10_00",95.625779079017,17
"fo1_00",107.215401645817,21
"fo2_00",99.1766186886,20
"fo3_00",73.2224927507,15
"fo4_00",56.7835508448,9
"fo5_00",102.333285077017,25
"fo6_00",102.613528422217,21
"fo7_00",101.730379048117,20
"fo8_00",107.8566928574,24
"fo9_00",98.695885727917,19
"fo10_00",108.651809230817,23
"bc1_00",87.679445775317,18
"bc2_00",91.07435316644,17
"bc3_00",77.82541843094,17
"bc4_00",40.9344314945,5
"bc5_00",77.612080437057,14
"bc6_00",70.321080497717,17
"bc7_00",114.274569761617,22
"bc8_00",96.6043681309,16
"bc9_00",106.748189340617,22
"bc10_00",67.8462105896,12
"na1_00",80.383835311717,17
"na2_00",60.739859815517,14
"na3_00",66.6270991678,11
"na4_00",68.5890136603,11
"na5_00",108.8500461045,18
"na6_00",67.543648048917,14
"na7_00",55.731088473897,14
"na8_00",72.1148037227,16
"na9_00",127.520454701757,28
"na10_00",92.9270982235,18
"fr1_01",89.858760308117,20
"fr2_01",111.833446988317,22
"fr3_01",108.630844068017,19
"fr4_01",68.292493535817,10
"fr5_01",122.531232427817,29
"fr6_01",56.6602829324,10
"fr7_01",68.9802720471,14
"fr8_01",58.0441375459,12
"fr9_01",96.7889988796,17
"fr10_01",40.315332421,6
"fo1_01",103.377979386057,22
"fo2_01",73.4570689914,12
"fo3_01",95.1633371618,18
"fo4_01",91.657862344957,22
"fo5_01",137.788376632817,27
"fo6_01",79.349633560857,16
"fo7_01",100.318803926057,18
"fo8_01",90.5194817554,17
"fo9_01",96.520358008757,23
"fo10_01",81.225785030817,17
"bc1_01",121.021002916957,23
"bc2_01",60.6997796677,9
"bc3_01",52.9821490153,9
"bc4_01",56.8774028415,11
"bc5_01",100.0509184586,20
"bc6_01",84.0292010777,18
"bc7_01",80.47691216624,17
"bc8_01",80.9475432454,13
"bc9_01",80.59655075094,19
"bc10_01",61.4353083394,9
"na1_01",50.0445745527,8
"na2_01",59.570103887917,12
"na3_01",67.6588731787,13
"na4_01",82.043309037317,13
"na5_01",104.062994101817,20
"na6_01",54.0139483888,8
"na7_01",69.310683906,12
"na8_01",58.0729781502,9
"na9_01",64.593016091257,13
"na10_01",63.10558995874,16
"fr1_02",98.008942507317,18
"fr2_02",109.667747448317,18
"fr3_02",52.0138009056,9
"fr4_02",41.1510406549,6
"fr5_02",83.753878294417,14
"fr6_02",80.981930531157,14
"fr7_02",67.7110215672,11
"fr8_02",59.4585108581,7
"fr9_02",80.211865636357,17
"fr10_02",50.8480676654,6
"fo1_02",88.663467288917,16
"fo2_02",81.940049743657,16
"fo3_02",93.459126588617,16
"fo4_02",95.419773785317,15
"fo5_02",108.717931401517,22
"fo6_02",90.748265221357,19
"fo7_02",101.278407504417,18
"fo8_02",86.418002963617,16
"fo9_02",85.455327392857,16
"fo10_02",110.981769577117,20
"bc1_02",74.925651181317,14
"bc2_02",92.063822490017,19
"bc3_02",77.258062328517,11
"bc4_02",40.3638186172,7
"bc5_02",100.645841430617,21
"bc6_02",95.938723239717,17
"bc7_02",87.658480053517,15
"bc8_02",87.4400884802,14
"bc9_02",83.969349521717,15
"bc10_02",87.637737610617,12
"na1_02",73.329884460117,15
"na2_02",83.673598809717,14
"na3_02",72.846737937517,11
"na4_02",64.295968455517,11
"na5_02",93.693687737517,15
"na6_02",98.186812449317,19
"na7_02",96.319582596617,15
"na8_02",93.251883049117,15
"na9_02",84.209013686017,12
"na10_02",84.614521509917,12
"fr1_03",103.642005292917,21
"fr2_03",112.668058546257,27
"fr3_03",103.0219255524,20
"fr4_03",124.743463275117,26
"fr5_03",91.855416514817,22
"fr6_03",106.134745728457,25
"fr7_03",120.087006141557,29
"fr8_03",118.657705494917,27
"fr9_03",103.026256520857,23
"fr10_03",68.3001866822,13
"fo1_03",130.169070203597,32
"fo2_03",115.780507077657,27
"fo3_03",131.210198918657,33
"fo4_03",108.67095525894,24
"fo5_03",160.209794653517,36
"fo6_03",123.211077066957,29
"fo7_03",133.335876311597,34
"fo8_03",123.314361686157,23
"fo9_03",149.347230591697,34
"fo10_03",107.71502895714,23
"bc1_03",119.136238995897,29
"bc2_03",110.248818227697,30
"bc3_03",103.303718955917,21
"bc4_03",89.635739046117,18
"bc5_03",143.859043041557,34
"bc6_03",151.28278983624,36
"bc7_03",120.017661211457,25
"bc8_03",102.944682777357,23
"bc9_03",118.234421009097,27
"bc10_03",82.491212389857,15
"na1_03",127.798809977457,33
"na2_03",128.996796590787,32
"na3_03",119.261343494657,26
"na4_03",114.677536827057,26
"na5_03",113.412981142557,27
"na6_03",83.193992482057,21
"na7_03",118.392216656397,31
"na8_03",136.486789813557,32
"na9_03",117.105439206257,26
"na10_03",117.92236415878,28
