"","PD","SR"
"fr1_00",85.21243080465,13
"fr2_00",97.48432805515,16
"fr3_00",74.4326874616,19
"fr4_00",100.60513034491,20
"fr5_00",99.3059289348,12
"fr6_00",87.15386444685,17
"fr7_00",69.485050551,9
"fr8_00",100.7992019275,16
"fr9_00",124.2773883291,26
"fr10_00",104.5403354408,17
"fo1_00",112.4852576632,21
"fo2_00",108.2207008907,20
"fo3_00",81.9635967796,15
"fo4_00",66.2057153505,9
"fo5_00",111.03311574995,25
"fo6_00",109.69551404415,21
"fo7_00",105.64023271203,20
"fo8_00",115.63502352235,24
"fo9_00",105.85935432245,19
"fo10_00",115.80468531075,23
"bc1_00",91.3599078167,18
"bc2_00",96.80175581345,17
"bc3_00",85.82770872315,17
"bc4_00",48.7905217488,5
"bc5_00",86.33559120925,14
"bc6_00",77.18331933275,17
"bc7_00",117.3501654024,22
"bc8_00",104.0007651532,16
"bc9_00",114.87527527115,22
"bc10_00",76.328555785,12
"na1_00",85.48951560765,17
"na2_00",69.46115596355,14
"na3_00",72.4016180988,11
"na4_00",79.00850220705,11
"na5_00",114.5491207201,18
"na6_00",72.8064208081,14
"na7_00",63.6020262682,14
"na8_00",83.2704049057,16
"na9_00",136.6200666281,28
"na10_00",100.40114120285,18
"fr1_01",104.7305155686,20
"fr2_01",120.82592325515,22
"fr3_01",117.24046386975,19
"fr4_01",75.50372838495,10
"fr5_01",126.47219027123,29
"fr6_01",66.4581259233,10
"fr7_01",80.54110613295,14
"fr8_01",60.79811845965,12
"fr9_01",106.717953074,17
"fr10_01",45.70921694615,6
"fo1_01",107.28428233975,22
"fo2_01",83.50999366,12
"fo3_01",104.70277475595,18
"fo4_01",98.1852566471,22
"fo5_01",145.23337086185,27
"fo6_01",89.0436722256,16
"fo7_01",113.2904162109,18
"fo8_01",98.5131834935,17
"fo9_01",109.16008147955,23
"fo10_01",88.14142207115,17
"bc1_01",132.0168321618,23
"bc2_01",71.6356037645,9
"bc3_01",64.3368798903,9
"bc4_01",63.469248979,11
"bc5_01",111.31231991465,20
"bc6_01",99.5202920706,18
"bc7_01",91.5254854063,17
"bc8_01",85.8046271479,13
"bc9_01",93.70613059465,19
"bc10_01",73.0240061126,9
"na1_01",59.7530706486,8
"na2_01",67.5825954883,12
"na3_01",82.0043484418,13
"na4_01",93.4247895984,13
"na5_01",111.1760225635,20
"na6_01",63.1397057773,8
"na7_01",78.44853209475,12
"na8_01",65.12259781225,9
"na9_01",70.0173576089,13
"na10_01",70.12968283445,16
"fr1_02",106.1132593505,18
"fr2_02",117.2772524168,18
"fr3_02",61.53598750605,9
"fr4_02",49.9069612066,6
"fr5_02",86.36755705,14
"fr6_02",85.4800463127,14
"fr7_02",73.95635154615,11
"fr8_02",67.7129619627,7
"fr9_02",88.02992245125,17
"fr10_02",64.8641298793,6
"fo1_02",95.72972653855,16
"fo2_02",96.8233371987,16
"fo3_02",103.4446933988,16
"fo4_02",105.10240604575,15
"fo5_02",111.1129083416,22
"fo6_02",100.99917581725,19
"fo7_02",108.73146686785,18
"fo8_02",91.9678480481,16
"fo9_02",90.0543359048,16
"fo10_02",115.40440752655,20
"bc1_02",83.94449148895,14
"bc2_02",99.34021900765,19
"bc3_02",86.458980809,11
"bc4_02",51.6518675123,7
"bc5_02",105.17127378265,21
"bc6_02",99.9651360195,17
"bc7_02",92.29093989125,15
"bc8_02",96.07989089995,14
"bc9_02",87.761550696,15
"bc10_02",93.4279354883,12
"na1_02",81.6507869053,15
"na2_02",92.51118261545,14
"na3_02",82.2805818571,11
"na4_02",70.5079735724,11
"na5_02",98.9865268599,15
"na6_02",105.06835108065,19
"na7_02",103.95767046685,15
"na8_02",100.618332565,15
"na9_02",92.3839442486,12
"na10_02",88.0234455325,12
"fr1_03",112.27052522535,21
"fr2_03",126.34555638315,27
"fr3_03",115.35512918423,20
"fr4_03",133.94702812325,26
"fr5_03",106.08425227965,22
"fr6_03",117.61351135015,25
"fr7_03",136.07554273445,29
"fr8_03",128.52205388465,27
"fr9_03",110.7877606557,23
"fr10_03",79.08825059965,13
"fo1_03",141.92347883155,32
"fo2_03",131.41715567425,27
"fo3_03",148.00989217646,33
"fo4_03",119.88090829767,24
"fo5_03",174.06577418615,36
"fo6_03",138.173292981,29
"fo7_03",145.33378436995,34
"fo8_03",135.07240204935,23
"fo9_03",155.49657844845,34
"fo10_03",120.75724580295,23
"bc1_03",130.36679872095,29
"bc2_03",124.67860376075,30
"bc3_03",113.30239158846,21
"bc4_03",105.57379869435,18
"bc5_03",157.87398599095,34
"bc6_03",164.61954622713,36
"bc7_03",130.65161110835,25
"bc8_03",109.90393847145,23
"bc9_03",133.37486434725,27
"bc10_03",92.06823207055,15
"na1_03",141.48990365738,33
"na2_03",144.4009676178,32
"na3_03",130.82424965215,26
"na4_03",122.81188048795,26
"na5_03",126.34636657615,27
"na6_03",96.26346745015,21
"na7_03",131.36783623825,31
"na8_03",151.13450876755,32
"na9_03",126.87327608583,26
"na10_03",129.89993941575,28
