"","PD","SR"
"fr1_00",57.57440664272,13
"fr2_00",62.16911578948,16
"fr3_00",51.38171865762,19
"fr4_00",58.66321642452,20
"fr5_00",46.23816956072,12
"fr6_00",57.30465435823,17
"fr7_00",38.98781684003,9
"fr8_00",56.17910860772,16
"fr9_00",78.09531270378,26
"fr10_00",56.75961990462,17
"fo1_00",64.12608333468,21
"fo2_00",70.08933418323,20
"fo3_00",51.29222247112,15
"fo4_00",38.43943202143,9
"fo5_00",71.45231467173,25
"fo6_00",65.29998137109,21
"fo7_00",67.07593515843,20
"fo8_00",73.84194988403,24
"fo9_00",67.03579688588,19
"fo10_00",70.43832286038,23
"bc1_00",65.11506246533,18
"bc2_00",60.97599437843,17
"bc3_00",55.51425005992,17
"bc4_00",31.88809419072,5
"bc5_00",52.67651853843,14
"bc6_00",60.21766982623,17
"bc7_00",76.61591024441,22
"bc8_00",63.56425169083,16
"bc9_00",74.07310882723,22
"bc10_00",54.01257783043,12
"na1_00",57.88039025453,17
"na2_00",48.16027041283,14
"na3_00",39.66953466048,11
"na4_00",53.61814366542,11
"na5_00",57.11749922439,18
"na6_00",42.34459995833,14
"na7_00",45.47226274303,14
"na8_00",48.47479964773,16
"na9_00",84.99761263789,28
"na10_00",63.19829850693,18
"fr1_01",65.03402752112,20
"fr2_01",82.88647283672,22
"fr3_01",59.60572808969,19
"fr4_01",43.04625580703,10
"fr5_01",87.00799126273,29
"fr6_01",39.11210746343,10
"fr7_01",55.81181725862,14
"fr8_01",42.41209780793,12
"fr9_01",61.03726541307,17
"fr10_01",35.52001666883,6
"fo1_01",78.24167274692,22
"fo2_01",52.15445476663,12
"fo3_01",62.54438727169,18
"fo4_01",65.68630431299,22
"fo5_01",86.80922762049,27
"fo6_01",52.90001493723,16
"fo7_01",66.47166113693,18
"fo8_01",58.94221774868,17
"fo9_01",67.9064674044,23
"fo10_01",60.62872316632,17
"bc1_01",74.16618078019,23
"bc2_01",45.00757517423,9
"bc3_01",38.89901704043,9
"bc4_01",41.97247563433,11
"bc5_01",69.78306678489,20
"bc6_01",64.94191011672,18
"bc7_01",59.17790057523,17
"bc8_01",51.60806574159,13
"bc9_01",59.85016377283,19
"bc10_01",39.23348954923,9
"na1_01",39.99355187033,8
"na2_01",50.19590356262,12
"na3_01",47.53059305633,13
"na4_01",54.72557167373,13
"na5_01",73.85232023512,20
"na6_01",38.84329182013,8
"na7_01",53.86445463692,12
"na8_01",44.73304317903,9
"na9_01",52.41479322735,13
"na10_01",52.65638311303,16
"fr1_02",65.74086909472,18
"fr2_02",66.37692635893,18
"fr3_02",42.28944040633,9
"fr4_02",32.96889981203,6
"fr5_02",53.00580431553,14
"fr6_02",55.75723663314,14
"fr7_02",47.61470739493,11
"fr8_02",32.44940457203,7
"fr9_02",53.60654885726,17
"fr10_02",37.47600086683,6
"fo1_02",62.67090895693,16
"fo2_02",55.31942086706,16
"fo3_02",62.00577673853,16
"fo4_02",62.19693037113,15
"fo5_02",70.72656943603,22
"fo6_02",72.18977351002,19
"fo7_02",68.19790584359,18
"fo8_02",59.55704403409,16
"fo9_02",58.29660652189,16
"fo10_02",75.25787851012,20
"bc1_02",63.74706279982,14
"bc2_02",62.90667251299,19
"bc3_02",49.61162070343,11
"bc4_02",36.95731703203,7
"bc5_02",74.39668378663,21
"bc6_02",60.35719902653,17
"bc7_02",63.82888116759,15
"bc8_02",57.04761517839,14
"bc9_02",53.28250823753,15
"bc10_02",50.28038645863,12
"na1_02",53.67640147366,15
"na2_02",53.51595719683,14
"na3_02",47.57348582503,11
"na4_02",47.54640652333,11
"na5_02",54.02802943703,15
"na6_02",64.29014278513,19
"na7_02",62.24169319349,15
"na8_02",59.08502744643,15
"na9_02",50.02850686975,12
"na10_02",51.51434244354,12
"fr1_03",70.79117539973,21
"fr2_03",75.75437170568,27
"fr3_03",64.49680151292,20
"fr4_03",81.74179185303,26
"fr5_03",72.81507924123,22
"fr6_03",72.68664917488,25
"fr7_03",89.45605109213,29
"fr8_03",87.70039273512,27
"fr9_03",70.80198099092,23
"fr10_03",51.56899910343,13
"fo1_03",94.63548002412,32
"fo2_03",86.14303835515,27
"fo3_03",92.20278822822,33
"fo4_03",78.00419089692,24
"fo5_03",100.46220138525,36
"fo6_03",83.30072988342,29
"fo7_03",90.50222212565,34
"fo8_03",79.96173951822,23
"fo9_03",94.73758710894,34
"fo10_03",75.33437227572,23
"bc1_03",90.84576184282,29
"bc2_03",83.35848306503,30
"bc3_03",65.90123976493,21
"bc4_03",65.28322885112,18
"bc5_03",99.99693099553,34
"bc6_03",100.59766696562,36
"bc7_03",82.53724020523,25
"bc8_03",82.64438984143,23
"bc9_03",84.99662506715,27
"bc10_03",59.26643889602,15
"na1_03",94.69306877173,33
"na2_03",87.25335990537,32
"na3_03",89.05169452113,26
"na4_03",80.83865057446,26
"na5_03",83.16606384493,27
"na6_03",68.20921063293,21
"na7_03",86.70164891065,31
"na8_03",94.72715895295,32
"na9_03",81.2160018107,26
"na10_03",85.20436479832,28
