"","PD","SR"
"fr1_00",49.6918723437,13
"fr2_00",55.05810610655,16
"fr3_00",54.1086927476,19
"fr4_00",61.2389950304,20
"fr5_00",47.1930326631,12
"fr6_00",57.9163065765,17
"fr7_00",35.29406141383,9
"fr8_00",57.91561401557,16
"fr9_00",75.51492922033,26
"fr10_00",58.8505493342,17
"fo1_00",68.5305022012,21
"fo2_00",62.66300736444,20
"fo3_00",50.7736761363,15
"fo4_00",34.37686040384,9
"fo5_00",67.8946950039,25
"fo6_00",66.47009382185,21
"fo7_00",67.64886751184,20
"fo8_00",68.6720134285,24
"fo9_00",70.94490978614,19
"fo10_00",68.18912524063,23
"bc1_00",62.09320686524,18
"bc2_00",56.181798365,17
"bc3_00",60.0095099121,17
"bc4_00",31.967595311,5
"bc5_00",47.46133906175,14
"bc6_00",55.6708388203,17
"bc7_00",70.17710524913,22
"bc8_00",56.6272856744,16
"bc9_00",70.6372600909,22
"bc10_00",42.5770789163,12
"na1_00",54.65993486564,17
"na2_00",51.5249184655,14
"na3_00",43.03126736544,11
"na4_00",51.0610959657,11
"na5_00",56.00620361615,18
"na6_00",42.8334981427,14
"na7_00",44.1102563419,14
"na8_00",44.83286832873,16
"na9_00",81.47001519294,28
"na10_00",59.5269556571,18
"fr1_01",61.3491647144,20
"fr2_01",75.1436457925,22
"fr3_01",59.7646999897,19
"fr4_01",43.483144756,10
"fr5_01",77.38821397539,29
"fr6_01",35.2064852026,10
"fr7_01",54.7777853525,14
"fr8_01",40.9159010464,12
"fr9_01",60.6955642544,17
"fr10_01",29.8918639279,6
"fo1_01",68.25659034944,22
"fo2_01",49.4432888637,12
"fo3_01",58.728214371,18
"fo4_01",60.9587311721,22
"fo5_01",84.33719354304,27
"fo6_01",49.918385318,16
"fo7_01",65.9867414901,18
"fo8_01",58.89189402084,17
"fo9_01",70.89398756294,23
"fo10_01",57.77984654024,17
"bc1_01",70.9118979842,23
"bc2_01",43.3350732805,9
"bc3_01",35.7962433338,9
"bc4_01",40.67797513954,11
"bc5_01",59.3975720965,20
"bc6_01",60.1304111622,18
"bc7_01",55.6242745703,17
"bc8_01",47.4354890321,13
"bc9_01",59.1203603864,19
"bc10_01",40.2481312696,9
"na1_01",35.7952139089,8
"na2_01",48.1170290338,12
"na3_01",45.6483874617,13
"na4_01",54.19396488184,13
"na5_01",69.7574392117,20
"na6_01",36.9902382935,8
"na7_01",53.8074634031,12
"na8_01",42.1179365827,9
"na9_01",48.4646580016,13
"na10_01",51.2802848533,16
"fr1_02",62.3273732879,18
"fr2_02",62.3871801207,18
"fr3_02",40.4313610811,9
"fr4_02",30.5047484891,6
"fr5_02",50.05796228144,14
"fr6_02",48.45221635074,14
"fr7_02",44.7931178518,11
"fr8_02",27.6801765991,7
"fr9_02",51.1433611859,17
"fr10_02",30.3233818401,6
"fo1_02",56.9317400602,16
"fo2_02",54.0067183712,16
"fo3_02",58.0877801533,16
"fo4_02",57.3457930404,15
"fo5_02",68.39337612144,22
"fo6_02",66.8571516218,19
"fo7_02",66.474008549,18
"fo8_02",58.7943714053,16
"fo9_02",54.1120668352,16
"fo10_02",68.7102419136,20
"bc1_02",59.4878137886,14
"bc2_02",63.4192526657,19
"bc3_02",46.8522601375,11
"bc4_02",29.425971083,7
"bc5_02",65.340968802,21
"bc6_02",58.58318588774,17
"bc7_02",57.9944480606,15
"bc8_02",47.6285064572,14
"bc9_02",53.1225861982,15
"bc10_02",48.74746616304,12
"na1_02",52.576149798,15
"na2_02",57.8965011136,14
"na3_02",43.0598737355,11
"na4_02",43.5276157679,11
"na5_02",54.0030312813,15
"na6_02",62.2140819485,19
"na7_02",59.6978859825,15
"na8_02",55.1535697571,15
"na9_02",50.8469068409,12
"na10_02",52.43535538914,12
"fr1_03",64.75259839741,21
"fr2_03",79.93132491555,27
"fr3_03",59.67002428731,20
"fr4_03",79.91255852761,26
"fr5_03",62.9859307646,22
"fr6_03",72.49223680904,25
"fr7_03",81.87877550014,29
"fr8_03",77.8516366252,27
"fr9_03",66.014753173,23
"fr10_03",41.57261103841,13
"fo1_03",87.46188987645,32
"fo2_03",82.9859112995,27
"fo3_03",94.3034122016,33
"fo4_03",73.8949859989,24
"fo5_03",96.85639649554,36
"fo6_03",86.30003805924,29
"fo7_03",94.41766569054,34
"fo8_03",76.96426228754,23
"fo9_03",91.3527252508,34
"fo10_03",75.53690758,23
"bc1_03",88.3987483019,29
"bc2_03",78.19272218478,30
"bc3_03",64.3912910891,21
"bc4_03",65.45087904231,18
"bc5_03",98.5001871453,34
"bc6_03",99.22818355294,36
"bc7_03",76.5235896076,25
"bc8_03",71.55068083421,23
"bc9_03",84.4834537883,27
"bc10_03",59.8961193561,15
"na1_03",90.31356686831,33
"na2_03",84.15991073848,32
"na3_03",79.14802070565,26
"na4_03",77.13687933254,26
"na5_03",77.0080849294,27
"na6_03",64.9727548286,21
"na7_03",82.200584109,31
"na8_03",92.8129381424,32
"na9_03",76.29843319918,26
"na10_03",85.38569699938,28
