"","PD","SR"
"fr1_00",51.74380541421,13
"fr2_00",57.38747735264,16
"fr3_00",50.79369092517,19
"fr4_00",64.10039118214,20
"fr5_00",50.18828824094,12
"fr6_00",63.83121168684,17
"fr7_00",41.42195837424,9
"fr8_00",65.23155176071,16
"fr9_00",85.69153852624,26
"fr10_00",60.71116917934,17
"fo1_00",70.96676550437,21
"fo2_00",66.72703509387,20
"fo3_00",55.50826823167,15
"fo4_00",37.14151141564,9
"fo5_00",71.94452001113,25
"fo6_00",71.05898759787,21
"fo7_00",65.79413220267,20
"fo8_00",73.79658519817,24
"fo9_00",80.19800599977,19
"fo10_00",76.74820447524,23
"bc1_00",75.64270172907,18
"bc2_00",65.08152390854,17
"bc3_00",56.69196650894,17
"bc4_00",29.82159637654,5
"bc5_00",55.54910500737,14
"bc6_00",66.98553635077,17
"bc7_00",80.48933327211,22
"bc8_00",64.23728299224,16
"bc9_00",81.09460904827,22
"bc10_00",55.5162459685,12
"na1_00",64.08346057367,17
"na2_00",56.37536359574,14
"na3_00",41.90242647244,11
"na4_00",57.05582257734,11
"na5_00",63.15596456244,18
"na6_00",47.68679545183,14
"na7_00",50.55861867224,14
"na8_00",48.40215196093,16
"na9_00",95.66880435584,28
"na10_00",66.36705497094,18
"fr1_01",66.55017471204,20
"fr2_01",80.05680510391,22
"fr3_01",67.89659526094,19
"fr4_01",45.36843608474,10
"fr5_01",85.321842281,29
"fr6_01",40.82233868224,10
"fr7_01",59.59539873764,14
"fr8_01",46.56633602064,12
"fr9_01",64.86451166471,17
"fr10_01",37.16844767947,6
"fo1_01",81.15104703971,22
"fo2_01",52.65783847414,12
"fo3_01",64.49314701754,18
"fo4_01",70.42534248624,22
"fo5_01",95.30453829504,27
"fo6_01",55.54168982864,16
"fo7_01",75.19926855924,18
"fo8_01",62.93542706131,17
"fo9_01",76.84709647833,23
"fo10_01",64.90551914404,17
"bc1_01",82.89287027574,23
"bc2_01",49.51738964204,9
"bc3_01",43.86059649354,9
"bc4_01",47.43116609294,11
"bc5_01",77.0052377206,20
"bc6_01",68.32423837744,18
"bc7_01",61.05670861204,17
"bc8_01",52.44533853944,13
"bc9_01",67.35704769853,19
"bc10_01",43.62536091524,9
"na1_01",41.40744724454,8
"na2_01",49.79302501404,12
"na3_01",52.02072879027,13
"na4_01",58.31870852484,13
"na5_01",77.87122222341,20
"na6_01",43.32324622054,8
"na7_01",58.06552720091,12
"na8_01",46.09624545404,9
"na9_01",58.00207433511,13
"na10_01",55.72406294547,16
"fr1_02",70.12956004211,18
"fr2_02",72.55301100294,18
"fr3_02",45.25980015444,9
"fr4_02",34.46739941794,6
"fr5_02",62.67796264014,14
"fr6_02",61.58251508334,14
"fr7_02",52.52550064004,11
"fr8_02",34.37702860667,7
"fr9_02",61.61211069094,17
"fr10_02",35.84560066414,6
"fo1_02",64.93976190314,16
"fo2_02",63.83645974304,16
"fo3_02",66.02707124194,16
"fo4_02",72.67687176994,15
"fo5_02",77.03214987383,22
"fo6_02",70.02697731121,19
"fo7_02",74.82164413074,18
"fo8_02",66.07172309274,16
"fo9_02",57.52730884144,16
"fo10_02",79.23965980191,20
"bc1_02",71.27511017421,14
"bc2_02",76.77666370324,19
"bc3_02",60.62611892574,11
"bc4_02",40.07025216147,7
"bc5_02",79.41974207884,21
"bc6_02",70.43700420284,17
"bc7_02",72.43222165994,15
"bc8_02",61.20482469304,14
"bc9_02",60.04971204444,15
"bc10_02",55.98175652834,12
"na1_02",59.97617009404,15
"na2_02",65.95911477054,14
"na3_02",52.65048501354,11
"na4_02",49.11133635924,11
"na5_02",64.16598772634,15
"na6_02",71.22220104174,19
"na7_02",74.49251747444,15
"na8_02",67.10279876274,15
"na9_02",54.06894464951,12
"na10_02",64.15161514224,12
"fr1_03",75.53331680637,21
"fr2_03",89.16510904714,27
"fr3_03",69.18015629263,20
"fr4_03",79.82979723363,26
"fr5_03",75.40921701294,22
"fr6_03",82.80078065674,25
"fr7_03",91.29179744163,29
"fr8_03",89.991553437,27
"fr9_03",69.14241632531,23
"fr10_03",49.87571941177,13
"fo1_03",98.12108367261,32
"fo2_03",90.62017748603,27
"fo3_03",101.5307833645,33
"fo4_03",77.52524891504,24
"fo5_03",107.78986645381,36
"fo6_03",90.60952380471,29
"fo7_03",100.72727689034,34
"fo8_03",80.85325722191,23
"fo9_03",91.55498381681,34
"fo10_03",76.02600358993,23
"bc1_03",99.69113795531,29
"bc2_03",93.09151569804,30
"bc3_03",73.35836086863,21
"bc4_03",73.09641447601,18
"bc5_03",106.74606867644,34
"bc6_03",105.98092313768,36
"bc7_03",77.05004969644,25
"bc8_03",85.44225084744,23
"bc9_03",89.92654946081,27
"bc10_03",62.67310069901,15
"na1_03",106.67781446424,33
"na2_03",92.84063551144,32
"na3_03",91.12953782754,26
"na4_03",89.26596938024,26
"na5_03",91.99159724254,27
"na6_03",78.17027271784,21
"na7_03",95.48428361321,31
"na8_03",97.46851876461,32
"na9_03",86.14099171054,26
"na10_03",89.78441347331,28
