"","PD","SR"
"fr1_00",87.1553485586,13
"fr2_00",98.5980054653,16
"fr3_00",80.98820812257,19
"fr4_00",104.6721158085,20
"fr5_00",99.5123578289,12
"fr6_00",94.9102092251,17
"fr7_00",68.7303484048,9
"fr8_00",103.7967028802,16
"fr9_00",124.0550650972,26
"fr10_00",108.8056112087,17
"fo1_00",116.01876659903,21
"fo2_00",107.47190867187,20
"fo3_00",80.90889152083,15
"fo4_00",63.6268173237,9
"fo5_00",110.3971959832,25
"fo6_00",110.1061950608,21
"fo7_00",112.0613673191,20
"fo8_00",117.3256214728,24
"fo9_00",108.9420984897,19
"fo10_00",123.73615943923,23
"bc1_00",99.5985899586,18
"bc2_00",98.74047789516,17
"bc3_00",91.98023338023,17
"bc4_00",47.8549736768,5
"bc5_00",89.8561049408,14
"bc6_00",86.03206197983,17
"bc7_00",120.3130198454,22
"bc8_00",111.124496374,16
"bc9_00",115.47356933083,22
"bc10_00",76.29665326097,12
"na1_00",92.3839716481,17
"na2_00",71.88619494603,14
"na3_00",70.80033695293,11
"na4_00",81.1920009482,11
"na5_00",115.08191049473,18
"na6_00",77.7908007596,14
"na7_00",70.94266027573,14
"na8_00",80.6780967181,16
"na9_00",140.8254090874,28
"na10_00",96.66370332357,18
"fr1_01",106.12504491857,20
"fr2_01",123.57511578477,22
"fr3_01",122.3387688371,19
"fr4_01",76.6556752129,10
"fr5_01",133.17111939257,29
"fr6_01",67.298331293,10
"fr7_01",82.04691547077,14
"fr8_01",65.31815249683,12
"fr9_01",107.50397049953,17
"fr10_01",50.1185912904,6
"fo1_01",115.0045419746,22
"fo2_01",82.03634047377,12
"fo3_01",104.4341013738,18
"fo4_01",99.36352748563,22
"fo5_01",144.4683942252,27
"fo6_01",88.90697939863,16
"fo7_01",114.34993260437,18
"fo8_01",98.1937290315,17
"fo9_01",114.8315493765,23
"fo10_01",95.3153847833,17
"bc1_01",130.53408755647,23
"bc2_01",68.89233129444,9
"bc3_01",63.8380981681,9
"bc4_01",66.2619744256,11
"bc5_01",111.51252495127,20
"bc6_01",99.08519284037,18
"bc7_01",91.7928412125,17
"bc8_01",85.74704439,13
"bc9_01",95.18197726017,19
"bc10_01",66.9285440233,9
"na1_01",59.7192042611,8
"na2_01",70.7701143984,12
"na3_01",84.9109869385,13
"na4_01",89.62929706587,13
"na5_01",109.0127278326,20
"na6_01",65.6404822362,8
"na7_01",82.39570161983,12
"na8_01",72.7969180227,9
"na9_01",77.89471873347,13
"na10_01",73.0641128549,16
"fr1_02",106.65470270537,18
"fr2_02",113.57114631337,18
"fr3_02",63.35894524547,9
"fr4_02",47.16270311577,6
"fr5_02",88.58685056817,14
"fr6_02",93.4499884125,14
"fr7_02",72.80726388817,11
"fr8_02",62.35945679377,7
"fr9_02",94.4595317328,17
"fr10_02",56.43761667887,6
"fo1_02",99.91259367397,16
"fo2_02",92.08966615917,16
"fo3_02",102.1527752755,16
"fo4_02",106.7597546848,15
"fo5_02",113.1099376673,22
"fo6_02",101.04481100587,19
"fo7_02",109.29257443904,18
"fo8_02",91.39693229663,16
"fo9_02",91.13866367673,16
"fo10_02",119.6288115531,20
"bc1_02",86.82326593477,14
"bc2_02",106.402506932,19
"bc3_02",89.5021836635,11
"bc4_02",48.11373822077,7
"bc5_02",108.0753315497,21
"bc6_02",106.93522658043,17
"bc7_02",93.9283171987,15
"bc8_02",96.689220137,14
"bc9_02",90.40922377573,15
"bc10_02",90.9404591688,12
"na1_02",86.9252061741,15
"na2_02",94.7742042968,14
"na3_02",84.1294214287,11
"na4_02",73.6955088492,11
"na5_02",104.35701197673,15
"na6_02",105.12423085013,19
"na7_02",105.85279087177,15
"na8_02",98.64788011347,15
"na9_02",91.3684783208,12
"na10_02",88.22567252853,12
"fr1_03",112.6157948719,21
"fr2_03",123.24719674387,27
"fr3_03",109.32229984707,20
"fr4_03",133.2946036339,26
"fr5_03",104.18191751677,22
"fr6_03",118.592750353,25
"fr7_03",130.3284010635,29
"fr8_03",127.09199208807,27
"fr9_03",108.59650313147,23
"fr10_03",74.19675411337,13
"fo1_03",140.96868092167,32
"fo2_03",129.91302517377,27
"fo3_03",143.73956994124,33
"fo4_03",110.13237018217,24
"fo5_03",161.20067697347,36
"fo6_03",137.20631190977,29
"fo7_03",144.1283479435,34
"fo8_03",131.65581489557,23
"fo9_03",151.2428093667,34
"fo10_03",112.12978794867,23
"bc1_03",135.90740164787,29
"bc2_03",127.57404364817,30
"bc3_03",110.77182069303,21
"bc4_03",107.2882077879,18
"bc5_03",158.6699052404,34
"bc6_03",160.5455531803,36
"bc7_03",127.07790471827,25
"bc8_03",111.63099565417,23
"bc9_03",132.29717359,27
"bc10_03",93.4577834359,15
"na1_03",145.03391314537,33
"na2_03",138.99602107327,32
"na3_03",131.36431559404,26
"na4_03",126.7079613745,26
"na5_03",126.42150759147,27
"na6_03",96.48770232347,21
"na7_03",131.391714543,31
"na8_03",155.17772213497,32
"na9_03",123.96643065047,26
"na10_03",128.4174742996,28
