"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"na3_01",13,7.46376811594203,6.83336960148554,4.75172673587942,664,0.132667249085782,0.664,999
"na4_01",13,7.02777777777778,6.65198531865199,3.39299695806492,602,0.110755318607805,0.602,999
"na5_01",19,4.48611111111111,4.15618396173952,2.32837955816407,659,0.141698181559257,0.659,999
"na6_01",8,10.0980392156863,11.2014759857897,5.65532242452559,456.5,-0.195114740994808,0.4565,999
"na7_01",12,19.1538461538462,7.48717948717949,6.10695654469921,961,1.91038966484758,0.961,999
"na8_01",8,12.9620253164557,10.8418798545381,6.68083467408684,683,0.317347392256403,0.683,999
"na9_01",13,2.47368421052632,6.82882882882883,4.50210912122014,115,-0.967356521363526,0.115,999
"na10_01",14,4.41269841269841,6.12731779398446,3.37688892782524,364,-0.507751192868011,0.364,999
"fr1_02",18,5.55813953488372,4.59561887468864,3.30065319340073,714.5,0.291615205777913,0.7145,999
"fr2_02",17,6.01626016260163,4.96814700879742,3.94883702938533,699,0.265423248922318,0.699,999
"fr3_02",9,8.29411764705882,10.1647235470765,6.46789375968752,474.5,-0.28921407331651,0.4745,999
"fr4_02",6,3.125,14.4429012345679,10.1555712341878,85,-1.11445244916083,0.085,999
"fr5_02",14,5.7888198757764,6.01104831539614,4.42282101809988,582.5,-0.050245858629662,0.5825,999
"fr6_02",13,5.15,6.68788788788789,2.8012975528141,322,-0.548991265259548,0.322,999
"fr7_02",11,7.5,8.16033138401559,8.23973898240071,638.5,-0.0801398424666118,0.6385,999
"fr8_02",7,21.7792207792208,12.6843726843727,11.9717011361492,822.5,0.759695551318578,0.8225,999
"fr9_02",17,1.41803278688525,4.62770967689,5.8058606575739,308.5,-0.5528339516412,0.3085,999
"fr10_02",6,9.56060606060606,14.0085085085085,12.9308003641123,487,-0.343977350408023,0.487,999
"fo1_02",16,9.48245614035088,5.37921254587921,5.972040159294,819,0.687075686871593,0.819,999
"fo2_02",16,18.020979020979,5.1954471954472,4.15570652833588,982,3.0862458015455,0.982,999
"fo3_02",16,8.61654135338346,5.18139944455734,4.19202126633304,835.5,0.819447634107782,0.8355,999
"fo4_02",14,4.48020304568528,5.84580722854835,7.91018697401562,673,-0.172638673061582,0.673,999
"fo5_02",21,1.72139303482587,3.7599490037301,4.71528001852237,414,-0.432329779121591,0.414,999
"fo6_02",19,6.63888888888889,4.44666889111334,5.15690256914838,814,0.425104017068443,0.814,999
"fo7_02",17,7.53793103448276,4.63315039177108,4.73193184809796,821,0.613867810433338,0.821,999
"fo8_02",16,2.38461538461538,5.31435281435281,4.3308766243479,243,-0.67647676991458,0.243,999
"fo9_02",15,3.28125,5.65525942609276,5.22057814509009,402,-0.454740712640322,0.402,999
"fo10_02",20,4.14851485148515,3.94246721969494,3.3334425641401,678,0.0618122639960226,0.678,999
"bc1_02",14,6.72862957937585,6.43102125191677,8.8302256790888,708,0.0337033659472432,0.708,999
"bc2_02",19,1.39075630252101,4.56510291804409,6.53557555352798,430.5,-0.485702688236775,0.4305,999
"bc3_02",11,9.76785714285714,8.08186758186758,7.36293465303073,680,0.228983366067981,0.68,999
"bc4_02",7,29.650406504065,12.4089211162382,8.14638180779604,959,2.11645928150911,0.959,999
"bc5_02",20,2.11191335740072,4.2568633615565,5.55808855373709,508.5,-0.385915046767936,0.5085,999
"bc6_02",17,6.47755102040816,5.01459418602276,6.16217743386295,788,0.237409073348981,0.788,999
"bc7_02",15,9.42666666666667,5.90816149482816,5.98221774404013,812,0.588160665890817,0.812,999
"bc8_02",13,3.0531561461794,6.73370380347125,8.1037834210297,487.5,-0.454176458830409,0.4875,999
"bc9_02",15,1.4,5.81590413943355,7.07366223038592,192,-0.624274102382838,0.192,999
"bc10_02",12,11.2222222222222,7.1685018351685,3.91613863739171,872.5,1.03513199158691,0.8725,999
"na1_02",15,2.30964467005076,5.99225621560647,7.29867634937928,399.5,-0.504558822623899,0.3995,999
"na2_02",14,6.35864978902954,6.64577657826603,8.4635975030697,701,-0.0339249106697659,0.701,999
