"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"fr",71,4.44108405341712,3.67081456947914,1.55836665502623,825,0.494280008785877,0.825,999
"fo",74,3.35819793205318,3.56884839048798,1.15832861036756,510,-0.181857252380185,0.51,999
"na",71,4.44108405341712,3.74636576875383,1.61919748536151,815,0.429050990347968,0.815,999
"bc",71,4.44108405341712,3.70770063071713,1.51386808677696,827,0.48444341294054,0.827,999
