"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"fr1_00",13,19.4520302044056,22.0063248634306,1.99673440967891,121,-1.27923605996036,0.121,999
"fr2_00",16,20.7100179084171,22.057706922985,1.8022042567971,215,-0.747800372507724,0.215,999
"fr3_00",19,16.7266076437316,21.9500279341379,1.61726411246085,4,-3.22978804152051,0.004,999
"fr4_00",20,20.3296537004036,22.0062740684472,1.5597511242877,146,-1.07492813560835,0.146,999
"fr5_00",12,22.1698065101909,21.8948758258726,2.22643709659769,453,0.123484595517414,0.453,999
"fr6_00",17,18.7789218331412,21.9974522629885,1.69627763753075,44,-1.89740780555974,0.044,999
"fr7_00",9,22.7345058569889,21.834259334763,2.61534135131205,573,0.34421759965452,0.573,999
"fr8_00",16,16.7507984541312,21.8855861432488,1.85859336561136,13,-2.76272786943287,0.013,999
"fr9_00",26,21.0662529587462,21.9487645585109,1.2543075518432,230,-0.703584697762414,0.23,999
"fr10_00",17,20.1116511379949,21.8117113597265,1.75589162444034,156,-0.968203389132026,0.156,999
"fo1_00",21,21.74085953746,21.9475595217335,1.52727059811811,392,-0.135339464092487,0.392,999
"fo2_00",20,21.9649737474611,21.9503159654264,1.55383761067141,444,0.0094332779268256,0.444,999
"fo3_00",15,19.579332204421,21.8111509247981,1.94868790585523,125,-1.14529305265926,0.125,999
"fo4_00",9,20.0598628007222,21.9239949541372,2.6338936057749,225,-0.707747704511591,0.225,999
"fo5_00",25,18.3264589551267,21.7923064857358,1.38679057942472,21,-2.49918594922018,0.021,999
"fo6_00",21,22.0335862639181,21.9705362002029,1.41365335019583,468,0.0446007953126838,0.468,999
"fo7_00",20,20.7218575627327,21.8479084412161,1.58138209920849,219,-0.712067550939786,0.219,999
"fo8_00",24,21.3700201138078,21.9385075843646,1.31847776731939,300,-0.431169553744258,0.3,999
"fo9_00",19,20.1896095499374,21.937173315151,1.52379599570275,132,-1.14684890243958,0.132,999
"fo10_00",23,20.84711785018,21.8854863503437,1.42445612406609,222,-0.728957868635266,0.222,999
"bc1_00",18,19.6407770538366,22.0104019938796,1.68746876845022,86,-1.40424817593473,0.086,999
"bc2_00",17,23.0714662824535,21.8825612782438,1.80584911409858,727,0.658363423016752,0.727,999
"bc3_00",17,17.9253918057882,21.8415763236737,1.82146560272943,47,-2.15001837642016,0.047,999
"bc4_00",5,21.872840708028,22.016369193059,3.83639107953323,413,-0.0374123706513473,0.413,999
