"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"fr2000",66,8.05238821348427,11.0308626546717,1.14548242756109,5,-2.60019217189482,0.005,999
"fo2000",62,11.7892200140947,11.511783911728,1.11857203557653,557,0.248027032272155,0.557,999
"na2000",66,8.0491082747493,10.8503216986463,1.23145432386335,19,-2.27471971116962,0.019,999
"fr2001",56,6.55289217517067,9.26523370212411,1.05131625292607,6,-2.57994825001928,0.006,999
"fo2001",56,10.0232576615562,11.0289545626738,1.16444433663506,189,-0.86367108283058,0.189,999
"na2001",52,9.18255330807178,11.6888940691917,1.15789360469114,28,-2.1645691374109,0.028,999
"fr2002",40,7.91899246534708,9.49176086568139,1.27940694235811,115,-1.22929487738709,0.115,999
"fo2002",46,9.78449629425084,9.31843286388665,1.67923854334238,585,0.277544505044845,0.585,999
"na2002",49,4.47455887237209,5.93268928697112,0.976505045064727,77,-1.49321339604791,0.077,999
"fr2003",75,9.76710107590906,12.5336979085788,0.737929790157438,2,-3.74913287086495,0.002,999
"fo2003",85,11.4937552014,10.9655862530421,0.974128467490428,689,0.542196400150888,0.689,999
"na2003",108,9.28585430492272,12.2217788487489,0.845122463087815,2,-3.4739634456044,0.002,999
