"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"3","NRI.lmm.3",5,81.020887780004,0,1,0.577793310881553,-33.8437772233354,0.577793310881553
"4","NRI.lmm.4",5,83.3011729702657,2.28028519026169,0.319773420432386,0.184762943323547,-34.9839198184662,0.7625562542051
"2","NRI.lmm.2",5,83.3054246574391,2.28453687743506,0.319094354207394,0.184370583401101,-34.9860456620529,0.946926837606201
"5","NRI.lmm.5",6,85.8007903604131,4.77990258040906,0.0916341472493697,0.0529455973290211,-34.4298069449124,0.999872434935222
"1","NRI.lmm.1",3,97.8575776673177,16.8366898873136,0.000220779753547233,0.000127565064777669,-45.3287888336588,1
