"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"6","MPD.lmm.6",6,1529.25914586971,0,1,0.739871710397973,-758.49538763134,0.739871710397973
"9","MPD.lmm.9",7,1531.34974962165,2.09060375194508,0.351585668091125,0.260128289601995,-758.49538763134,0.999999999999968
"8","MPD.lmm.8",6,1591.18452502238,61.9253791526744,3.57334354809609e-14,2.64381580276942e-14,-789.458077207677,0.999999999999994
"4","MPD.lmm.4",5,1594.26025425895,65.0011083892457,7.67694898222132e-15,5.67995737411407e-15,-792.034585728203,1
"3","MPD.lmm.3",5,1783.60099499431,254.341849124601,5.89344458180366e-56,4.36039292287474e-56,-886.704956095881,1
"5","MPD.lmm.5",5,1808.78606961927,279.526923749558,2.00216440491366e-61,1.48134480276141e-61,-899.29749340836,1
"2","MPD.lmm.2",5,1808.84435565746,279.585209787751,1.94465732447889e-61,1.43879694080014e-61,-899.326636427456,1
"7","MPD.lmm.7",6,1810.8633578701,281.604212000394,7.08634551462885e-62,5.24298657637945e-62,-899.297493631537,1
"1","MPD.lmm.1",3,1811.11502452164,281.855878651936,6.24846878706582e-62,4.62306528885474e-62,-902.519537577278,1
